,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
11308,2734649395,3227975506,40788,Start Communications,162.255.112.51,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11316,3227975506,1675801513,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,False
11476,3332465478,3227975507,6171,WorldGate,198.161.99.70,53.4914,-113.4802,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11498,417208698,3227975506,11260,EastLink,24.222.25.122,45.2,-64.1167,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11503,1668866301,3227975506,7018,"AT&T Services, Inc.",99.120.224.253,42.5038,-83.4764,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11550,3476451441,3227975507,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11568,1668866301,3227975507,7018,"AT&T Services, Inc.",99.120.224.253,42.5038,-83.4764,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11607,2389713698,3227975507,577,Bell Canada,142.112.35.34,43.6656,-79.383,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11665,1676917179,3227975507,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11794,405971680,3227975507,40788,Start Communications,24.50.162.224,43.323,-79.8092,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11855,3233437606,3227975507,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11872,3332465478,3227975506,6171,WorldGate,198.161.99.70,53.4914,-113.4802,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11913,1210475242,3227975507,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
11932,3476451441,3227975506,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
11940,3227975507,1676003536,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.229.200.208,43.6572,-79.3783,False
12012,3227975506,2730633589,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,False
12063,3518471202,3227975507,7794,Execulink Telecom Inc.,209.183.156.34,42.9856,-81.1821,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
12131,3227975507,3233437542,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.102,42.9578,-82.2777,False
12147,3227975507,1611994918,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,False
12222,3638379699,3227975506,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12239,3227975506,412232343,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,24.146.42.151,42.95,-82.1167,False
12258,1761238213,3227975506,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12273,3346985660,3227975506,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12284,3227975506,2734649395,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,162.255.112.51,43.623,-79.3936,False
12407,1611994918,3227975507,5769,Videotron Telecom Ltee,96.21.23.38,46.8287,-71.334,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
12449,1177845440,3227975506,577,Bell Canada,70.52.126.192,43.8333,-79.5,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12522,3227975507,760135190,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,False
12528,2393257259,3227975506,855,Bell Canada,142.166.53.43,47.5334,-52.7595,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
12541,3227975506,846445455,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,50.115.187.143,42.9578,-82.2777,False
12858,3227975506,3091461651,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,6327,Shaw Communications Inc.,184.67.246.19,49.1285,-122.6236,False
12888,3227975506,1749006169,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.63.183.89,39.9738,-86.1765,False
12905,3227975507,1082947124,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,64.140.118.52,43.6572,-79.3783,False
13019,3638379090,3227975506,7992,Cogeco Cable,216.221.66.82,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13021,3638379112,3227975506,7992,Cogeco Cable,216.221.66.104,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13033,3227975507,1210458660,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.36,42.9062,-82.11,False
13063,3227975506,2393098834,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.163.202.82,47.5124,-52.6729,False
13087,3227975507,2730633589,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",162.194.41.117,39.8512,-86.2651,False
13093,3227975506,3638379699,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.179,42.9578,-82.2777,False
13133,3227975507,3233432126,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,192.186.66.62,43.3799,-79.7668,False
13139,1210467570,3227975506,7992,Cogeco Cable,72.38.68.242,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13187,3227975507,1677622403,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,False
13201,3227975506,1082947488,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,64.140.119.160,43.8404,-79.0251,False
13203,3227975507,1210492887,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,False
13276,3227975507,215430723,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,False
13308,1676506245,3227975506,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13324,1082947488,3227975506,40788,Start Communications,64.140.119.160,43.8404,-79.0251,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
13342,3227975506,1210486946,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
13407,1210467570,3227975507,7992,Cogeco Cable,72.38.68.242,43.6319,-79.3716,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
13472,3227975507,1210486946,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,False
13810,3227975507,1217356878,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504,False
13812,1177845440,3227975507,577,Bell Canada,70.52.126.192,43.8333,-79.5,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
13818,3227975507,1676917179,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.243.185.187,43.0443,-81.2391,False
13873,3227975506,1210491342,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.161.206,42.3167,-82.9,False
13915,3227975507,2734649395,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,162.255.112.51,43.623,-79.3936,False
13934,2734649395,3227975507,40788,Start Communications,162.255.112.51,43.623,-79.3936,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14014,3227975507,1096686281,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,65.94.26.201,46.7749,-71.3344,False
14055,3227975507,1210505719,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,False
14092,1217073606,3227975506,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
14111,3227975506,2266474856,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",135.23.169.104,42.9976,-81.2563,False
14163,3227975506,1745319148,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.7.116.236,39.8401,-86.0548,False
14168,3227975507,1676918269,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.243.189.253,43.0443,-81.2391,False
14222,3227975507,1168513323,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,36493,FIBERNETICS CORPORATION,69.166.25.43,43.5637,-79.7202,False
14287,855010549,3227975507,7922,"Comcast Cable Communications, LLC",50.246.108.245,38.9057,-76.9783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14288,3227975507,3517667510,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.171.88.182,43.6655,-79.4204,False
14323,3227975506,2393257217,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,855,Bell Canada,142.166.53.1,47.5334,-52.7595,False
14404,3227975507,851532189,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443,False
14493,3227975507,1210505628,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,False
14731,1210505669,3227975507,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
14947,1082947184,3227975507,40788,Start Communications,64.140.118.112,43.6572,-79.3783,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
15099,1676624188,3227975506,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15133,3227975506,409640138,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.106.156.202,40.4894,-85.5977,False
15168,3227975507,1088896207,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,64.231.60.207,42.9644,-82.3259,False
15241,3227975506,1210505669,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,False
15297,3227975507,1210475242,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.98.234,42.2949,-83.052,False
15365,3227975506,215430723,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",12.215.54.67,37.751,-97.822,False
15448,3227975506,1826039003,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,False
15467,3227975507,1676231243,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.233.66.75,44.3572,-79.6929,False
15517,3227975507,2927035370,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,174.119.3.234,44.3001,-79.6496,False
15548,1675801513,3227975506,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15650,3227975507,1210508163,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.227.131,42.9888,-82.3592,False
15661,3227975507,1826039003,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,False
15683,2917629161,3227975506,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15794,3227975507,1745319148,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.7.116.236,39.8401,-86.0548,False
15904,3480447027,3227975506,11478,Openface Inc.,207.115.104.51,45.4805,-73.5554,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
15988,3227975507,2389713698,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,142.112.35.34,43.6656,-79.383,False
16005,1210467562,3227975506,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16013,3227975506,1210467562,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.68.234,43.6319,-79.3716,False
16098,3227975507,1745054491,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617,False
16262,3227975507,1761238213,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15128,Comwave Telecom Inc.,104.250.92.197,43.0233,-81.1643,False
16451,1217118827,3227975506,20453,Rogers Communications Canada Inc.,72.139.194.107,43.6404,-79.3995,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16507,3227975506,1676231243,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.233.66.75,44.3572,-79.6929,False
16548,3227975506,3233437606,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,192.186.87.166,42.9578,-82.2777,False
16598,3227975506,3476451441,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,20161,TeraGo Networks Inc.,207.54.112.113,43.8227,-79.3946,False
16719,3227975507,755175897,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.17.217,43.4032,-79.7186,False
16725,1210492887,3227975506,7992,Cogeco Cable,72.38.167.215,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16791,1761238421,3227975506,15128,Comwave Telecom Inc.,104.250.93.149,43.8432,-79.5644,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
16825,3227975507,3096535828,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,184.145.99.20,44.3572,-79.6929,False
16901,3346985660,3227975507,852,TELUS Communications Inc.,199.126.242.188,53.55,-113.5,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
17312,1677622403,3227975506,812,Rogers Communications Canada Inc.,99.254.124.131,43.0123,-81.2307,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
17517,3096535828,3227975507,577,Bell Canada,184.145.99.20,44.3572,-79.6929,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
17616,3227975507,405133426,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,False
17643,3227975506,1827712019,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.240.172.19,39.8512,-86.2651,False
17770,3227975506,405133426,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,False
17925,3227975506,851532189,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.193.89.157,42.2639,-88.8443,False
17981,3227975506,1754333190,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
18406,3227975506,2389713698,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,142.112.35.34,43.6656,-79.383,False
18495,3227975506,1088896207,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,64.231.60.207,42.9644,-82.3259,False
18520,3227975506,1210458874,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,False
18609,3638379657,3227975506,7992,Cogeco Cable,216.221.68.137,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
18664,1232637488,3227975506,7922,"Comcast Cable Communications, LLC",73.120.142.48,28.8743,-81.686,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
18932,3227975507,1676935419,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.244.0.251,43.0614,-80.9943,False
18960,3227975507,1663736670,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",99.42.155.94,37.751,-97.822,False
18988,3227975506,405971680,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.162.224,43.323,-79.8092,False
19055,3227975507,3638379076,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.66.68,42.9888,-82.3592,False
19261,3227975506,1676361733,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.235.64.5,43.8177,-79.2819,False
19263,3227975506,1745054491,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",104.3.107.27,39.7132,-86.2617,False
19271,3096535828,3227975506,577,Bell Canada,184.145.99.20,44.3572,-79.6929,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
19327,3626900266,3227975506,11478,Openface Inc.,216.46.27.42,45.47,-73.6686,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
19533,3227975506,755174458,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,45.3.12.58,43.2055,-79.9004,False
19604,3227975507,1217073606,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.139.17.198,43.75,-79.3978,False
19644,755177515,3227975507,40788,Start Communications,45.3.24.43,43.0233,-81.1643,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
19709,3475125866,3227975506,6171,WorldGate,207.34.54.106,53.4154,-113.4178,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
19727,411891757,3227975506,40788,Start Communications,24.140.248.45,42.9888,-82.3592,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
19740,755174458,3227975507,40788,Start Communications,45.3.12.58,43.2055,-79.9004,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
19817,3227975506,1217356878,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,72.143.100.78,43.7223,-79.4504,False
19890,3227975507,755178755,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.29.3,43.0147,-81.3049,False
20340,3227975507,1177845440,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,577,Bell Canada,70.52.126.192,43.8333,-79.5,False
20395,3227975507,410719962,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.22.218,40.5099,-85.6264,False
20504,1088896207,3227975507,577,Bell Canada,64.231.60.207,42.9644,-82.3259,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
20719,1176303759,3227975507,36522,BELL MOBILITY INC.,70.28.248.143,44.2099,-80.6238,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
21144,2734649927,3227975506,40788,Start Communications,162.255.114.71,43.623,-79.3936,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
21236,3227975507,2734649919,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,162.255.114.63,43.623,-79.3936,False
21381,1210505628,3227975506,7992,Cogeco Cable,72.38.217.156,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
21401,3227975506,1676624188,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.239.65.60,43.0443,-81.2391,False
21658,2479013111,3227975506,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
21814,1088896207,3227975506,577,Bell Canada,64.231.60.207,42.9644,-82.3259,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
21835,3227975507,1676361733,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.235.64.5,43.8177,-79.2819,False
22037,1761238353,3227975507,15128,Comwave Telecom Inc.,104.250.93.81,43.8432,-79.5644,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
22191,3227975506,2479013111,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,False
22290,3227975506,760135174,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,45.78.190.6,42.3333,-82.0,False
22318,3227975506,846445562,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,50.115.187.250,42.9578,-82.2777,False
23163,3227975506,2917629101,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,22652,Fibrenoire Inc.,173.231.124.173,43.6784,-79.2941,False
23180,3626900266,3227975507,11478,Openface Inc.,216.46.27.42,45.47,-73.6686,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
23409,3227975506,1676003536,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.229.200.208,43.6572,-79.3783,False
23857,3227975506,2886637142,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7018,"AT&T Services, Inc.",172.14.150.86,39.8227,-86.145,False
23873,3227975507,1676506245,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,False
24191,3640363090,3227975506,14007,Skyway West,216.251.136.82,49.2788,-123.1139,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
24195,3227975506,3640363090,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,14007,Skyway West,216.251.136.82,49.2788,-123.1139,False
24395,405978584,3227975507,40788,Start Communications,24.50.189.216,43.3799,-79.7668,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
24422,3227975507,1655456051,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,22773,Cox Communications Inc.,98.172.65.51,33.5076,-112.0583,False
24502,846445562,3227975507,7992,Cogeco Cable,50.115.187.250,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
24548,1749006169,3227975507,7018,"AT&T Services, Inc.",104.63.183.89,39.9738,-86.1765,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
24778,3227975507,3349638548,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,22652,Fibrenoire Inc.,199.167.109.148,43.6564,-79.386,False
24968,1826039003,3227975507,7018,"AT&T Services, Inc.",108.215.36.219,39.7838,-86.0477,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
24970,1676506245,3227975507,812,Rogers Communications Canada Inc.,99.237.116.133,44.6087,-79.4207,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
25049,855010549,3227975506,7922,"Comcast Cable Communications, LLC",50.246.108.245,38.9057,-76.9783,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
25707,3227975507,3480447026,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,11478,Openface Inc.,207.115.104.50,45.4805,-73.5554,False
25729,3227975506,405978584,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,40788,Start Communications,24.50.189.216,43.3799,-79.7668,False
25745,405133426,3227975506,5769,Videotron Telecom Ltee,24.37.216.114,45.5394,-73.6513,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
25752,3227975507,1632555294,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.209.30,39.7851,-86.1665,False
26058,3227975507,1754333190,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,15290,Allstream Corp.,104.145.0.6,43.6513,-79.3756,False
26508,3227975506,3638379643,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.123,42.9888,-82.3592,False
26574,2927035370,3227975507,812,Rogers Communications Canada Inc.,174.119.3.234,44.3001,-79.6496,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
26633,3227975506,410719962,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",24.123.22.218,40.5099,-85.6264,False
26709,3227975506,1632555294,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",97.78.209.30,39.7851,-86.1665,False
26856,3227975506,855187221,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",50.249.31.21,39.3656,-76.6199,False
26906,3227975506,845507258,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,577,Bell Canada,50.101.106.186,44.3572,-79.6929,False
26962,1255890618,3227975506,33363,"BRIGHT HOUSE NETWORKS, LLC",74.219.94.186,39.7851,-86.1665,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
27046,1210505719,3227975507,7992,Cogeco Cable,72.38.217.247,42.9578,-82.2777,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
27361,3512424079,3227975507,852,TELUS Communications Inc.,209.91.86.143,53.585,-113.5526,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
27470,3227975507,1827712019,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7018,"AT&T Services, Inc.",108.240.172.19,39.8512,-86.2651,False
27564,3227975507,1210458874,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,7992,Cogeco Cable,72.38.34.250,42.9888,-82.3592,False
27670,846444685,3227975507,7992,Cogeco Cable,50.115.184.141,42.4238,-82.1183,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
27756,1210486946,3227975506,7992,Cogeco Cable,72.38.144.162,43.6319,-79.3716,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
28054,3227975506,1229012093,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",73.65.60.125,44.9198,-93.4832,False
28502,3227975507,405978584,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,24.50.189.216,43.3799,-79.7668,False
28816,3227975507,1675801513,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,812,Rogers Communications Canada Inc.,99.226.179.169,43.1432,-80.7338,False
29159,2479013111,3227975507,15128,Comwave Telecom Inc.,147.194.188.247,43.2164,-79.7423,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,True
29162,3227975506,2917629161,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,22652,Fibrenoire Inc.,173.231.124.233,43.6784,-79.2941,False
29259,3227975507,755176040,393755,CloudPBX,192.102.255.83,43.6319,-79.3716,40788,Start Communications,45.3.18.104,43.7276,-79.3148,False
29312,3227975506,1653562909,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.94.29,49.316,-123.0576,False
29318,1210505669,3227975506,7992,Cogeco Cable,72.38.217.197,42.9578,-82.2777,393755,CloudPBX,192.102.255.82,43.6319,-79.3716,True
