,a_saddr,b_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_as_ip,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_as_ip,b_saddr_lat,b_saddr_long,send_A
39643,3227975250,3091513150,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.191.62,49.262,-123.0923,False
39724,1090362013,3227975251,19171,Stargate Connections Inc.,64.253.154.157,49.2666,-123.1976,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
39862,3227975250,1176780562,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,40029,Novus Entertainment Inc.,70.36.63.18,49.2788,-123.1139,False
40118,3227975251,3487047224,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.30.56,49.2788,-123.1139,False
40209,3091513150,3227975251,6327,Shaw Communications Inc.,184.68.191.62,49.262,-123.0923,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
40222,3227975251,3091513150,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.191.62,49.262,-123.0923,False
40292,843331514,3227975251,6327,Shaw Communications Inc.,50.68.55.186,49.3222,-123.0834,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
40394,3227975250,3091700558,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,184.71.155.78,49.141,-122.8569,False
40444,3227975251,1614226523,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,96.55.36.91,49.1889,-122.873,False
40575,3227975250,2919331100,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,174.1.117.28,49.1661,-122.5792,False
40638,845309816,3227975250,852,TELUS Communications Inc.,50.98.103.120,49.0374,-122.8299,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
41036,3091632362,3227975251,6327,Shaw Communications Inc.,184.70.144.234,49.2788,-123.1139,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
41105,3227975250,1674010043,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,99.199.93.187,49.2275,-122.9301,False
41474,3227975251,2919331100,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,174.1.117.28,49.1661,-122.5792,False
41491,3227975250,1090362013,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,19171,Stargate Connections Inc.,64.253.154.157,49.2666,-123.1976,False
41811,408226899,3227975251,6327,Shaw Communications Inc.,24.85.12.83,49.17,-123.1368,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
41944,3227975250,3463746574,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,206.116.148.14,49.3597,-123.0377,False
42049,3227975251,1653559798,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.81.246,49.2478,-122.9938,False
42220,3227975250,1653560011,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.82.203,49.2795,-123.0667,False
42551,2728152707,3227975250,852,TELUS Communications Inc.,162.156.78.131,49.3222,-123.0834,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
42582,3091463342,3227975251,6327,Shaw Communications Inc.,184.67.252.174,49.2866,-123.1158,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
42975,1614101266,3227975250,6327,Shaw Communications Inc.,96.53.59.18,49.262,-123.0923,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
43057,844941337,3227975250,852,TELUS Communications Inc.,50.92.200.25,49.2068,-122.4851,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
43603,3227975251,1823230797,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,108.172.75.77,49.0331,-123.0877,False
43682,3227975251,408198199,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.84.156.55,49.2795,-123.0667,False
43725,3227975250,3478222275,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,207.81.117.195,49.2795,-123.0667,False
43786,3227975251,3487050178,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.41.194,49.2646,-123.1648,False
44087,3227975250,3350650158,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,19171,Stargate Connections Inc.,199.182.221.46,49.2478,-122.9938,False
44285,1755145154,3227975251,852,TELUS Communications Inc.,104.157.99.194,53.2667,-113.5333,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
44698,3091632362,3227975250,6327,Shaw Communications Inc.,184.70.144.234,49.2788,-123.1139,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
44715,3227975250,2919739481,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,174.7.176.89,49.2833,-123.1298,False
45116,3227975250,1674006569,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,99.199.80.41,49.3397,-123.1912,False
45396,3227975251,3626900266,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,11478,Openface Inc.,216.46.27.42,45.47,-73.6686,False
45459,844933399,3227975250,852,TELUS Communications Inc.,50.92.169.23,50.1208,-122.9544,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
45828,3091587566,3227975251,6327,Shaw Communications Inc.,184.69.225.238,53.5333,-113.9167,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
45865,1823246406,3227975251,852,TELUS Communications Inc.,108.172.136.70,50.1122,-120.7942,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
45953,3227975251,844933399,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,50.92.169.23,50.1208,-122.9544,False
46063,3227975251,3487077158,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.147.38,49.2436,-122.7865,False
46067,1823246406,3227975250,852,TELUS Communications Inc.,108.172.136.70,50.1122,-120.7942,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
46084,3227975251,1090362013,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,19171,Stargate Connections Inc.,64.253.154.157,49.2666,-123.1976,False
46148,3227975251,3091471302,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.27.198,49.3167,-122.7384,False
46603,3227975250,2892495006,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,172.103.248.158,49.1836,-123.1168,False
46663,1176780562,3227975251,40029,Novus Entertainment Inc.,70.36.63.18,49.2788,-123.1139,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
46713,3091502738,3227975250,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
46988,3227975251,1653560011,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.82.203,49.2795,-123.0667,False
47103,3227975250,844933399,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.92.169.23,50.1208,-122.9544,False
47520,1176778026,3227975250,40029,Novus Entertainment Inc.,70.36.53.42,49.2788,-123.1139,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
47837,1755144993,3227975250,852,TELUS Communications Inc.,104.157.99.33,53.2667,-113.5333,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
47847,3227975250,3487073957,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.134.165,49.2603,-123.146,False
48453,3227975250,2728152707,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,162.156.78.131,49.3222,-123.0834,False
48543,3227975251,386933003,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,False
48569,3227975251,3091700558,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.71.155.78,49.141,-122.8569,False
48621,3473287046,3227975250,852,TELUS Communications Inc.,207.6.39.134,49.2767,-123.13,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
49049,386933003,3227975251,852,TELUS Communications Inc.,23.16.33.11,49.262,-123.0923,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
49651,3227975250,3091502738,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,False
49793,1755144993,3227975251,852,TELUS Communications Inc.,104.157.99.33,53.2667,-113.5333,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
49833,3227975251,3640368282,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,14007,Skyway West,216.251.156.154,48.4167,-123.365,False
49873,3227975251,845302071,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.73.55,50.0163,-124.3226,False
49887,3227975250,1614246579,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,96.55.114.179,49.0997,-122.6526,False
50061,1614246579,3227975250,6327,Shaw Communications Inc.,96.55.114.179,49.0997,-122.6526,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
50682,3227975251,3350650150,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,19171,Stargate Connections Inc.,199.182.221.38,49.2478,-122.9938,False
50827,845302071,3227975250,852,TELUS Communications Inc.,50.98.73.55,50.0163,-124.3226,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
50953,3227975250,843331514,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,50.68.55.186,49.3222,-123.0834,False
50967,3227975250,3225808030,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,192.69.236.158,43.6319,-79.3716,False
51227,3227975251,1090361019,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,19171,Stargate Connections Inc.,64.253.150.187,49.1707,-122.7326,False
51599,3487050178,3227975251,852,TELUS Communications Inc.,207.216.41.194,49.2646,-123.1648,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
51914,3227975250,1178711303,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,70.65.181.7,49.6511,-112.8351,False
51982,3227975250,1653559798,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.81.246,49.2478,-122.9938,False
52140,2919632159,3227975250,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
52221,3227975251,1823246406,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,108.172.136.70,50.1122,-120.7942,False
52475,3227975251,2982213860,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,28573,CLARO S.A.,177.192.248.228,-22.8751,-43.2775,False
52761,410134161,3227975251,812,Rogers Communications Canada Inc.,24.114.38.145,49.1364,-122.8213,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
52841,3350650158,3227975251,19171,Stargate Connections Inc.,199.182.221.46,49.2478,-122.9938,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
52909,845302071,3227975251,852,TELUS Communications Inc.,50.98.73.55,50.0163,-124.3226,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
52915,3227975251,2919632159,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,False
53388,3227975250,845302071,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.73.55,50.0163,-124.3226,False
54574,3227975251,2919739481,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,174.7.176.89,49.2833,-123.1298,False
54653,3227975251,408408257,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.87.208.193,49.2833,-123.1298,False
54718,1178985642,3227975251,6327,Shaw Communications Inc.,70.69.228.170,49.2068,-122.4851,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
54769,2892490143,3227975251,25668,Cipherkey Exchange Corp.,172.103.229.159,49.2497,-123.166,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
54840,3478238583,3227975251,852,TELUS Communications Inc.,207.81.181.119,49.25,-123.1333,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
55035,843331514,3227975250,6327,Shaw Communications Inc.,50.68.55.186,49.3222,-123.0834,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
55596,1178990922,3227975250,6327,Shaw Communications Inc.,70.69.249.74,49.2068,-122.4851,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
55689,3227975250,2919632159,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,False
55770,2914472413,3227975250,852,TELUS Communications Inc.,173.183.81.221,49.812,-119.5076,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
56027,408408257,3227975251,6327,Shaw Communications Inc.,24.87.208.193,49.2833,-123.1298,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
56193,408198199,3227975250,6327,Shaw Communications Inc.,24.84.156.55,49.2795,-123.0667,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
56272,1677282775,3227975251,812,Rogers Communications Canada Inc.,99.249.77.215,44.0433,-79.4912,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
56293,3487050211,3227975251,852,TELUS Communications Inc.,207.216.41.227,49.2646,-123.1648,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
56502,3227975251,3429204010,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,577,Bell Canada,204.101.128.42,49.2667,-122.7833,False
56506,2919632159,3227975251,6327,Shaw Communications Inc.,174.6.13.31,49.2795,-123.0667,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
56580,3487073957,3227975251,852,TELUS Communications Inc.,207.216.134.165,49.2603,-123.146,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
56612,3227975250,407953015,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,24.80.222.119,49.2788,-123.1139,False
56649,1268774617,3227975250,852,TELUS Communications Inc.,75.159.246.217,51.0242,-114.1004,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
57005,3227975250,1096686281,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,577,Bell Canada,65.94.26.201,46.7749,-71.3344,False
57128,3227975250,3475125866,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6171,WorldGate,207.34.54.106,53.4154,-113.4178,False
57351,1614101266,3227975251,6327,Shaw Communications Inc.,96.53.59.18,49.262,-123.0923,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
57512,3227975251,1674014486,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,99.199.111.22,49.299,-123.1408,False
57878,3227975251,1208101574,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,72.2.42.198,49.2779,-123.0908,False
58243,3487050178,3227975250,852,TELUS Communications Inc.,207.216.41.194,49.2646,-123.1648,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
58260,3227975251,407950571,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.80.212.235,49.2788,-123.1139,False
58293,3227975251,2892495006,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,172.103.248.158,49.1836,-123.1168,False
58355,3626900266,3227975250,11478,Openface Inc.,216.46.27.42,45.47,-73.6686,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
58497,3227975251,3091502738,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,False
58939,3227975250,1614101266,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,96.53.59.18,49.262,-123.0923,False
58984,3227975251,3638379643,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.123,42.9888,-82.3592,False
58985,404020096,3227975250,7922,"Comcast Cable Communications, LLC",24.20.219.128,45.4509,-122.6962,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
59033,3227975250,843371666,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,50.68.212.146,49.316,-123.0576,False
59442,3091502738,3227975251,6327,Shaw Communications Inc.,184.68.150.146,49.1661,-122.5792,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
60550,1614099078,3227975250,6327,Shaw Communications Inc.,96.53.50.134,49.25,-123.1333,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
60610,3227975251,3091587566,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.69.225.238,53.5333,-113.9167,False
60887,1178607163,3227975250,6327,Shaw Communications Inc.,70.64.30.59,52.0961,-106.6252,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
61084,3227975251,407953015,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.80.222.119,49.2788,-123.1139,False
61504,1178985642,3227975250,6327,Shaw Communications Inc.,70.69.228.170,49.2068,-122.4851,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
61987,3227975251,3091581862,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.69.203.166,52.3834,-113.7853,False
62106,3091504754,3227975251,6327,Shaw Communications Inc.,184.68.158.114,49.2603,-123.146,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
62701,3091492294,3227975251,6327,Shaw Communications Inc.,184.68.109.198,51.0876,-114.0214,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
63073,3478238583,3227975250,852,TELUS Communications Inc.,207.81.181.119,49.25,-123.1333,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
63399,3227975250,3478238583,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,207.81.181.119,49.25,-123.1333,False
64169,1178607163,3227975251,6327,Shaw Communications Inc.,70.64.30.59,52.0961,-106.6252,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
64242,1268628388,3227975251,852,TELUS Communications Inc.,75.157.187.164,49.8928,-119.4852,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
64562,3227975251,1247750725,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",74.95.42.69,37.751,-97.822,False
65730,409744844,3227975251,6327,Shaw Communications Inc.,24.108.53.204,48.4777,-123.3658,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
66363,3227975250,1268585584,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,75.157.20.112,49.0423,-122.2835,False
68215,2919331100,3227975250,6327,Shaw Communications Inc.,174.1.117.28,49.1661,-122.5792,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
68388,3509868766,3227975251,852,TELUS Communications Inc.,209.52.88.222,49.2769,-122.9761,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
69003,1674010043,3227975251,852,TELUS Communications Inc.,99.199.93.187,49.2275,-122.9301,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
69087,407953015,3227975250,6327,Shaw Communications Inc.,24.80.222.119,49.2788,-123.1139,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
69179,3227975251,3091632362,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.70.144.234,49.2788,-123.1139,False
69953,410135255,3227975250,812,Rogers Communications Canada Inc.,24.114.42.215,49.25,-123.1333,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
70767,410135255,3227975251,812,Rogers Communications Canada Inc.,24.114.42.215,49.25,-123.1333,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
71485,1653562614,3227975250,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
71674,3227975250,1653562614,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,False
71678,3227975251,2919711157,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,174.7.65.181,49.2833,-123.1298,False
72970,3227975250,3487077158,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.147.38,49.2436,-122.7865,False
73119,1268585584,3227975250,852,TELUS Communications Inc.,75.157.20.112,49.0423,-122.2835,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
73934,1176780562,3227975250,40029,Novus Entertainment Inc.,70.36.63.18,49.2788,-123.1139,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
74735,3227975250,1208104646,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,72.2.54.198,49.0997,-122.6526,False
74901,3227975251,1085557588,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,64.180.75.84,48.4993,-123.4003,False
75766,3473287046,3227975251,852,TELUS Communications Inc.,207.6.39.134,49.2767,-123.13,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
76503,3227975251,1674027313,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,99.199.161.49,49.0423,-122.2835,False
76718,3227975250,1150609937,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,68.148.234.17,53.4617,-113.371,False
76758,3227975251,3463713115,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,206.116.17.91,43.6319,-79.3716,False
77070,3227975250,1674027313,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,99.199.161.49,49.0423,-122.2835,False
77540,1653562614,3227975251,19171,Stargate Connections Inc.,98.143.92.246,49.2397,-123.0407,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
77869,3227975250,1755144993,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,104.157.99.33,53.2667,-113.5333,False
77879,3227975251,3509868766,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,209.52.88.222,49.2769,-122.9761,False
77907,3227975250,3509868766,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,209.52.88.222,49.2769,-122.9761,False
77915,3509868766,3227975250,852,TELUS Communications Inc.,209.52.88.222,49.2769,-122.9761,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
78209,3227975250,845308522,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.98.106,49.8625,-119.5833,False
78388,3227975250,844903169,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.92.51.1,49.2302,-122.9952,False
90520,3227975251,1096686281,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,577,Bell Canada,65.94.26.201,46.7749,-71.3344,False
93599,3227975250,1210478642,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,72.38.112.50,43.3512,-79.784,False
96303,412233259,3227975250,7992,Cogeco Cable,24.146.46.43,44.9001,-76.2494,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
98851,3227975250,2926902910,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,812,Rogers Communications Canada Inc.,174.116.254.126,42.7597,-81.1762,False
103419,408198199,3227975251,6327,Shaw Communications Inc.,24.84.156.55,49.2795,-123.0667,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
103426,3227975251,3091504754,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,184.68.158.114,49.2603,-123.146,False
104847,3227975250,3638379600,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,216.221.68.80,42.9888,-82.3592,False
105824,3227975250,1806931219,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",107.179.149.19,43.6784,-79.2941,False
105940,3227975250,845316559,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,852,TELUS Communications Inc.,50.98.129.207,49.0423,-122.2835,False
106070,3227975251,2892906962,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,15290,Allstream Corp.,172.110.65.210,43.6655,-79.4204,False
107699,3227975251,1178607163,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,70.64.30.59,52.0961,-106.6252,False
109117,2796681729,3227975250,20057,AT&T Mobility LLC,166.177.250.1,37.7749,-122.4194,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
110160,3227975251,1613864989,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,96.49.160.29,49.2478,-122.9938,False
110740,1674027313,3227975250,852,TELUS Communications Inc.,99.199.161.49,49.0423,-122.2835,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
111357,3463746574,3227975251,852,TELUS Communications Inc.,206.116.148.14,49.3597,-123.0377,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
112877,3227975251,3463746574,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,206.116.148.14,49.3597,-123.0377,False
113883,3227975250,408397590,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,6327,Shaw Communications Inc.,24.87.167.22,49.2175,-123.038,False
114120,3091504754,3227975250,6327,Shaw Communications Inc.,184.68.158.114,49.2603,-123.146,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
115834,408397590,3227975251,6327,Shaw Communications Inc.,24.87.167.22,49.2175,-123.038,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
116087,3227975251,408397590,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,6327,Shaw Communications Inc.,24.87.167.22,49.2175,-123.038,False
116700,3227975250,1163576676,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,13768,Cogeco Peer 1,69.90.197.100,49.2344,-123.1451,False
116747,1268519453,3227975250,852,TELUS Communications Inc.,75.156.18.29,49.0791,-122.7553,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
118580,3463746574,3227975250,852,TELUS Communications Inc.,206.116.148.14,49.3597,-123.0377,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
119163,408397590,3227975250,6327,Shaw Communications Inc.,24.87.167.22,49.2175,-123.038,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,True
121323,3227975250,1229507780,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",73.72.204.196,41.6045,-87.9956,False
121964,3227975251,2728152707,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,162.156.78.131,49.3222,-123.0834,False
122204,2728152707,3227975251,852,TELUS Communications Inc.,162.156.78.131,49.3222,-123.0834,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,True
122637,3227975251,3487050211,395152,CloudPBX,192.102.254.83,43.6319,-79.3716,852,TELUS Communications Inc.,207.216.41.227,49.2646,-123.1648,False
123113,3227975250,760135190,395152,CloudPBX,192.102.254.82,43.6319,-79.3716,7992,Cogeco Cable,45.78.190.22,42.3333,-82.0,False
