id	ua
615	Bria 4 4.1.1 74246-a1feee60-W6.1
275	Bria 4 4.1.1 74246-a273b8e2-W6.2
266	Bria 4 4.1.1 74246-a296c2ef-W6.1
684	Bria 4 4.1.1 74246-a2f74c04-W6.1
402	Bria 4 4.1.1 74246-a3487168-W6.1
170	Bria 4 4.1.1 74246-a61e2c1c-W6.1
324	Bria 4 4.1.1 74246-a8f60367-W6.1
377	Bria 4 4.1.1 74246-aafde522-W6.1
435	Bria 4 4.1.1 74246-ac1b6ece-W6.1
208	Bria 4 4.1.1 74246-ada9f648-W6.2
2998	Bria 4 4.1.1 74246-af0dd18e-W6.1
655	Bria 4 4.1.1 74246-b1ce83e1-W6.1
509	Bria 4 4.1.1 74246-b1e0dee6-W6.1
425	Bria 4 4.1.1 74246-b3b9d8cf-W6.1
218	Bria 4 4.1.1 74246-b542d825-W6.2
396	Bria 4 4.1.1 74246-b549ab83-W6.1
290	Bria 4 4.1.1 74246-b61d1b24-W6.1
727	Bria 4 4.1.1 74246-b660d42a-W6.1
680	Bria 4 4.1.1 74246-b684dd0a-W6.1
192	Bria 4 4.1.1 74246-b6a54efa-W6.1
351	Bria 4 4.1.1 74246-b9362aa5-W6.1
397	Bria 4 4.1.1 74246-b9fc31c3-W6.1
418	Bria 4 4.1.1 74246-baaf34db-W6.1
613	Bria 4 4.1.1 74246-c118aee4-W6.1
393	Bria 4 4.1.1 74246-c18f98dc-W6.2
660	Bria 4 4.1.1 74246-c38596bb-W6.1
439	Bria 4 4.1.1 74246-c3b49edc-W6.1
559	Bria 4 4.1.1 74246-c4db26f7-W6.1
430	Bria 4 4.1.1 74246-c50e9870-W6.1
661	Bria 4 4.1.1 74246-c53ad63b-W6.1
421	Bria 4 4.1.1 74246-c58c814e-W6.1
424	Bria 4 4.1.1 74246-c6608049-W6.1
436	Bria 4 4.1.1 74246-c8df5b86-W6.1
591	Bria 4 4.1.1 74246-c8e0a433-W6.1
445	Bria 4 4.1.1 74246-c9691299-W6.1
657	Bria 4 4.1.1 74246-ca591ea0-W6.1
294	Bria 4 4.1.1 74246-ca60433b-W6.1
532	Bria 4 4.1.1 74246-cb4bd4c2-W6.1
1797	Bria 4 4.1.1 74246-cb4e6d4f-W6.1
2115	Bria 4 4.1.1 74246-cb4e6d4f-W6.2
177	Bria 4 4.1.1 74246-cb6f09ad-W6.1
428	Bria 4 4.1.1 74246-cd0804e1-W6.1
746	Bria 4 4.1.1 74246-cda701e3-W6.1
292	Bria 4 4.1.1 74246-cee9be3d-W6.1
2464	Bria 4 4.1.1 74246-d0821749-W6.2
663	Bria 4 4.1.1 74246-d17c4a58-W6.1
668	Bria 4 4.1.1 74246-d3268023-W6.1
674	Bria 4 4.1.1 74246-d482c1e8-W6.1
231	Bria 4 4.1.1 74246-d5309074-W6.2
406	Bria 4 4.1.1 74246-d5a38234-W6.1
553	Bria 4 4.1.1 74246-d69d1303-W6.1
263	Bria 4 4.1.1 74246-d763b91b-W6.1
447	Bria 4 4.1.1 74246-d76dce7a-W6.1
151	Bria 4 4.1.1 74246-da33b900-W6.1
630	Bria 4 4.1.1 74246-daeb3df9-W6.2
585	Bria 4 4.1.1 74246-dbd12177-W6.1
400	Bria 4 4.1.1 74246-dc5f686a-W6.1
159	Bria 4 4.1.1 74246-dcdc7e49-W6.1
432	Bria 4 4.1.1 74246-e1e9f9f1-W6.1
504	Bria 4 4.1.1 74246-e336e31a-W6.1
740	Bria 4 4.1.1 74246-e418034e-W6.1
427	Bria 4 4.1.1 74246-e4e81d15-W6.1
414	Bria 4 4.1.1 74246-e5632d0b-W6.1
204	Bria 4 4.1.1 74246-e5e92457-W6.1
376	Bria 4 4.1.1 74246-e8c9114c-W6.1
404	Bria 4 4.1.1 74246-ea81c501-W6.1
434	Bria 4 4.1.1 74246-eda62473-W6.1
4	Bria 4 4.1.1 74246-eeab6eff-W6.1
2114	Bria 4 4.1.1 74246-f1ab65eb-W6.2
749	Bria 4 4.1.1 74246-f535312b-W6.1
133	Bria 4 4.1.1 74246-f80639e6-W6.1
254	Bria 4 4.1.1 74246-f8596350-W6.1
643	Bria 4 4.1.1 74246-f9d308d6-W6.1
405	Bria 4 4.1.1 74246-f9ff626f-W6.1
283	Bria 4 4.1.1 74246-fa4aff23-W6.1
372	Bria 4 4.1.1 74246-fc5dedf8-W6.1
821	Bria 4 4.1.1 74246-fd59ba77-W6.1
279	Bria 4 4.1.1 74256--M
93	Bria 4 4.1.1 74256-0a5d717f-M
369	Bria 4 4.1.1 74256-19943a33-M
257	Bria 4 4.1.1 74256-1d4d2586-M
354	Bria 4 4.1.1 74256-23b6b0e4-M
653	Bria 4 4.1.1 74256-27ef39c2-M
1251	Bria 4 4.1.1 74256-40642120-M
239	Bria 4 4.1.1 74256-45ceab59-M
185	Bria 4 4.1.1 74256-4acc4fb8-M
567	Bria 4 4.1.1 74256-54d6f849-M
481	Bria 4 4.1.1 74256-74526c00-M
121	Bria 4 4.1.1 74256-83665abb-M
249	Bria 4 4.1.1 74256-9a1e4cf2-M
233	Bria 4 4.1.1 74256-a09cd645-M
392	Bria 4 4.1.1 74256-b47d7e74-M
386	Bria 4 4.1.1 74256-bfed0c02-M
356	Bria 4 4.1.1 74256-c0f5d119-M
537	Bria 4 4.1.1 74256-c61ef2de-M
155	Bria 4 4.1.1 74256-e1679138-M
2663	Bria 4 4.1.1 74256-e7003a95-M
514	Bria 4 4.1.1 74256-f4ff8e4a-M
272	Bria 4 release 4.1 stamp 73903 fa75346a-M
13	Bria 4 release 4.1.1 stamp 74246
187	Bria 4 release 4.1.1 stamp 74256
745	Bria 4 release 4.2.0 stamp 77495
744	Bria 4 release 4.2.0 stamp 77496
910	Bria 4 release 4.2.1 stamp 78100
911	Bria 4 release 4.2.1 stamp 78101
1577	Bria 4 release 4.3.0 stamp 78749
1586	Bria 4 release 4.3.0 stamp 78750
1845	Bria 4 release 4.3.1 stamp 78939
1840	Bria 4 release 4.3.1 stamp 78940
2810	Bria 4 release 4.4.0 stamp 79956
2800	Bria 4 release 4.4.0 stamp 79957
2997	Bria 4 release 4.4.1 stamp 80102
3035	Bria 4 release 4.5.0 stamp 81133
3032	Bria 4 release 4.5.0 stamp 81134
3132	Bria 4 release 4.6.0 stamp 82159
3126	Bria 4 release 4.6.0 stamp 82162
3287	Bria 4 release 4.7.0 stamp 83077
3298	Bria 4 release 4.7.0 stamp 83078
3414	Bria 4 release 4.8.0 stamp 84362
3409	Bria 4 release 4.8.0 stamp 84363
3465	Bria 4 release 4.8.1 stamp 84929
3461	Bria 4 release 4.8.1 stamp 84930
3521	Bria 4 release 4.8.2 stamp 85656
3595	Bria 5 release 5.0.0 stamp 85992
3664	Bria 5 release 5.0.2  stamp 87460
3728	Bria 5 release 5.0.3 stamp 88307
3813	Bria 5 release 5.1.0 stamp 89373
3838	Bria 5 release 5.1.0 stamp 89374
453	Bria Android 3.2.1
517	Bria Android 3.2.2
2025	Bria Android 3.5.2
2511	Bria Android 3.6.1
2549	Bria Android 3.6.2
3071	Bria Android 3.6.4 build 89377
3127	Bria Android 3.7.3 build 91893
3131	Bria Android 3.7.4 build 91894
3293	Bria Android 3.7.5 build 92486
3341	Bria Android 3.8.1 build 94175
3361	Bria Android 3.8.2 build 94645
3455	Bria Android 3.9.2 build 96033
3495	Bria Android 3.9.4 build 97204
3627	Bria Android 3.9.6 build 99409
467	Bria BB10 1.3.3
244	Bria iOS 2.3.1
241	Bria iOS 3.1.1
7	Bria iOS 3.2.1
320	Bria iOS 3.3.0
540	Bria iOS 3.3.3
549	Bria iOS 3.3.4
757	Bria iOS release 3.4.1 stamp 31120
823	Bria iOS release 3.4.2 stamp 31350
828	Bria iOS release 3.4.3 stamp 31404
922	Bria iOS release 3.4.4 stamp 31657
1578	Bria iOS release 3.5.1 stamp 32270
1652	Bria iOS release 3.5.2 stamp 32331
2591	Bria iOS release 3.6.1 stamp 32979
2645	Bria iOS release 3.6.2 stamp 33024
2907	Bria iOS release 3.6.3 stamp 33676
2970	Bria iOS release 3.6.4 stamp 34449
3016	Bria iOS release 3.6.5 stamp 34728
3079	Bria iOS release 3.7.1 stamp 35670.35672
3095	Bria iOS release 3.7.2 stamp 35770.35773
3148	Bria iOS release 3.8.1 stamp 36276.36277
3347	Bria iOS release 3.8.2 stamp 37039.37040
3397	Bria iOS release 3.9.1 stamp 37417.37418
3416	Bria iOS release 3.9.2 stamp 37498.37500
3454	Bria iOS release 3.9.3 stamp 37995.37995
3498	Bria iOS release 3.9.4 stamp 38285.38286
3528	Bria iOS release 3.9.5 stamp 38501.38502
3578	Bria iOS release 3.9.7 stamp 38887.38893
3858	Bria Mobile Android 5.1.4.0 build 102544
3975	Bria Mobile Android 5.2.1 build 103434
3816	Bria Mobile iOS release 5.1.2 stamp 40083.40084
3880	Bria Mobile iOS release 5.1.3 stamp 40588.40588
3911	Bria Mobile iOS release 5.2.1 stamp 40663.40663
3943	Bria Mobile iOS release 5.2.2 stamp 40888.40889
3999	Bria Mobile iOS release 5.2.3 stamp 41000.41006
2652	Bria Professional release 2.4 stamp 49381
3669	BSL
1483	BTS10200/900-06.00.03.V00 (SIA)
3377	BTS10200/900-06.00.04.V00 (SIA)
3365	Bulk SIP Server
3958	CAll
3585	caller
3790	CallGateway
4011	Carol v9.9
3811	centixvoip
4054	China
3423	Cirpack/v4.70 (gw_sip)
4080	Cirpack/v4.88 (gw_sip)
3482	Cisco
3228	Cisco 1.4.2
3848	Cisco v11.0.0
380	Cisco-CP7940G/8.0
471	Cisco-CP7945G/8.5.3
3561	Cisco-CP7960G/8.0
3490	Cisco-CP8821/11.0.2
3491	Cisco-CP8821/11.0.3
3391	Cisco-CUCM6.1
3652	Cisco-CUCM8.1
3653	Cisco-CUCM8.2
3654	Cisco-CUCM8.3
3665	Cisco-CUCM8.5
3517	Cisco-CUCM8.6
3666	Cisco-CUCM8.7
3655	Cisco-CUCM84
3656	Cisco-CUCM85
3607	Cisco-SIP
3783	Cisco-SIP-IP-Phone/3
3869	Cisco-SIP-IP-Phone/7
3573	Cisco-SIPGateway
3772	Cisco-SIPGateway/'or''='
3631	Cisco-SIPGateway/IOS-10.x
3034	Cisco-SIPGateway/IOS-12.x
3479	Cisco-SIPGateway/IOS-12.x/v1.8
3513	Cisco-SIPGateway/IOS-13.x
3682	Cisco-SIPGateway/IOS-14.x
566	Cisco-SIPGateway/IOS-15.2.4.M5
3469	Cisco-SIPGateway/IOS-15.x
3628	Cisco-SIPGateway/IOS-16.x
3629	Cisco-SIPGateway/IOS-17.x
3641	Cisco-SIPGateway/IOS-9.x
3642	Cisco-SIPGateway/IOS11.x
3643	Cisco-SIPGateway/IOS2221.x
2681	Cisco/SPA112-1.0.1(022)
117	Cisco/SPA112-1.0.2(006)
65	Cisco/SPA112-1.3.2(014)
30	Cisco/SPA112-1.3.3(015)
115	Cisco/SPA112-1.3.5(004)
693	Cisco/SPA112-1.3.5(004p)
314	Cisco/SPA112-1.3.5(004_XU001)
1307	Cisco/SPA112-1.4.0(001)
2644	Cisco/SPA112-1.4.1(002)
3731	Cisco/SPA112-1.4.1SR1(002)
106	Cisco/SPA122-1.0.2(006)
124	Cisco/SPA122-1.3.3(015)
3388	Cisco/SPA122-1.3.5(004p)
2977	Cisco/SPA232?-1.3.0(019_240)
2664	Cisco/SPA232D-1.3(0(019_240)
2839	Cisco/SPA232D-1.3.0$019_240)
2861	Cisco/SPA232D-1.3.0(017_240)
104	Cisco/SPA232D-1.3.0(019_240)
72	Cisco/SPA303-7.4.5
3481	Cisco/SPA303-7.4.6
24	Cisco/SPA303-7.4.8a
52	Cisco/SPA303-7.4.9c
20	Cisco/SPA303-7.5.1a
11	Cisco/SPA303-7.5.2
161	Cisco/SPA303-7.5.4
860	Cisco/SPA303-7.5.5
947	Cisco/SPA303-7.6.1
91	Cisco/SPA502G-7.4.3a
293	Cisco/SPA502G-7.4.9c
14	Cisco/SPA504G-7.4.3a
2214	Cisco/SPA504G-7.4.4
27	Cisco/SPA504G-7.4.8a
40	Cisco/SPA504G-7.4.9c
157	Cisco/SPA504G-7.5.1a
10	Cisco/SPA504G-7.5.2
28	Cisco/SPA504G-7.5.3
103	Cisco/SPA504G-7.5.5
2207	Cisco/SPA504G-7.5.5b
2939	Cisco/SPA504G-7.6.2
35	Cisco/SPA508G-7.4.3a
3500	Cisco/SPA508G-7.5.2
51	Cisco/SPA509G-7.4.9c
803	Cisco/SPA514G-7.5.5
811	Cisco/SPA514G-7.5.5b
34	Cisco/SPA514G-7.5.6a
127	Cisco/SPA525G-7.4.3
68	Cisco/SPA525G-7.4.9c
153	Cisco/SPA525G-7.5.1a
32	Cisco/SPA525G2-7.4.9c
42	Cisco/SPA525G2-7.5.2a
494	Cisco/SPA525G2-7.5.5a
3483	Cisco1
3445	ciscocall
3478	CiscoSystemsSIP-GW-UserAgent1.0
2121	CloudPBX WebRTC Gateway
501	CloudSoftphone/1.4.6
731	CloudSoftphone/1.4.8
3992	Coolx y93cbyhb1h
3960	CounterPath Bria Push Server 2.0.0 (17763)
3404	CS2000_NGSS/9.0
3072	CSCO/7
3725	CSipSimple_elm_cheets-25/r2457
2927	CSipSimple_g3-21/r2457
191	CSipSimple_mako-21/r2457
502	CSipSimple_mako-22/r2457
347	CSipSimple_obake-maxx-19/r2457
3874	ddd
3113	DID Logic GW
738	DIDWW SBC Node
3718	Digium D65 2_2_2_2
3717	Digium D70 1_4_2_0_63880
188	DNL-Switch
3582	dr.pes
3330	dsmaster
450	Ekiga/4.0.2
1498	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO12955
1335	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO19568
1613	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO19829
1574	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO24852
1367	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO27399
1491	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO3411
1653	ENSR3.0.66.30-IS1-RMRG40040-RG2490-CPO5930
1659	ENSR3.0.66.30-IS1-RMRG40041-RG2490-CPO22436
1575	ENSR3.0.66.30-IS1-RMRG40041-RG2490-CPO3112
1753	ENSR3.0.66.30-IS1-RMRG40041-RG2490-CPO7795
1751	ENSR3.0.66.30-IS1-RMRG40042-RG2490-CPO2197
1701	ENSR3.0.66.30-IS1-RMRG40042-RG2490-CPO3717
1678	ENSR3.0.66.30-IS1-RMRG40042-RG2490-CPO4407
1680	ENSR3.0.66.30-IS1-RMRG40042-RG2490-CPO6836
1362	ENSR3.0.66.30-IS1-RMRG40042-RG2490-CPO7003
1617	ENSR3.0.66.30-IS1-RMRG40043-RG2490-CPO13514
1572	ENSR3.0.66.30-IS1-RMRG40043-RG2490-CPO23782
1702	ENSR3.0.66.30-IS1-RMRG40043-RG2490-CPO25469
1646	ENSR3.0.66.30-IS1-RMRG40043-RG2490-CPO4349
1624	ENSR3.0.66.30-IS1-RMRG40043-RG2490-CPO5545
1217	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO11383
1218	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO12098
1450	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO15140
1481	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO18401
1125	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO25171
1530	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO3176
1288	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO4169
1513	ENSR3.0.66.30-IS1-RMRG40070-RG2490-CPO6776
1149	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO14194
1017	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO16412
1211	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO16500
1465	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO20119
1371	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO23523
1349	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO24655
1213	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO26576
1250	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO3301
1164	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO6064
1298	ENSR3.0.66.30-IS1-RMRG40071-RG2490-CPO790
1235	ENSR3.0.66.30-IS1-RMRG40102-RG2490-CPO14677
1205	ENSR3.0.66.30-IS1-RMRG40102-RG2490-CPO15313
1556	ENSR3.0.66.30-IS1-RMRG40131-RG2490-CPO29313
1657	ENSR3.0.66.30-IS1-RMRG40192-RG2490-CPO19419
1643	ENSR3.0.66.30-IS1-RMRG40192-RG2490-CPO23591
1286	ENSR3.0.66.30-IS1-RMRG40192-RG2490-CPO26172
1034	ENSR3.0.66.30-IS1-RMRG40200-RG2490-CPO23498
1268	ENSR3.0.66.30-IS1-RMRG40200-RG2490-CPO7138
1750	ENSR3.0.66.30-IS1-RMRG40202-RG2490-CPO13690
1173	ENSR3.0.66.30-IS1-RMRG40202-RG2490-CPO4288
1026	ENSR3.0.66.30-IS1-RMRG40202-RG2490-CPO564
1648	ENSR3.0.66.30-IS1-RMRG40203-RG2490-CPO27487
1739	ENSR3.0.66.30-IS1-RMRG40205-RG2490-CPO1219
1736	ENSR3.0.66.30-IS1-RMRG40205-RG2490-CPO28855
1320	ENSR3.0.66.30-IS1-RMRG40205-RG2490-CPO29852
1099	ENSR3.0.66.30-IS1-RMRG40209-RG2490-CPO20489
1322	ENSR3.0.66.30-IS1-RMRG40220-RG2490-CPO7441
1293	ENSR3.0.66.30-IS1-RMRG40221-RG2490-CPO12358
1229	ENSR3.0.66.30-IS1-RMRG40221-RG2490-CPO19257
1310	ENSR3.0.66.30-IS1-RMRG40221-RG2490-CPO27405
1122	ENSR3.0.66.30-IS1-RMRG40221-RG2490-CPO28888
1210	ENSR3.0.66.30-IS1-RMRG40222-RG2490-CPO11996
1055	ENSR3.0.66.30-IS1-RMRG40222-RG2490-CPO1479
1231	ENSR3.0.66.30-IS1-RMRG40222-RG2490-CPO1655
1151	ENSR3.0.66.30-IS1-RMRG40224-RG2490-CPO18597
1109	ENSR3.0.66.30-IS1-RMRG40224-RG2490-CPO20304
1070	ENSR3.0.66.30-IS1-RMRG40224-RG2490-CPO29263
1242	ENSR3.0.66.30-IS1-RMRG40225-RG2490-CPO11783
1178	ENSR3.0.66.30-IS1-RMRG40225-RG2490-CPO12125
1196	ENSR3.0.66.30-IS1-RMRG40225-RG2490-CPO9689
1182	ENSR3.0.66.30-IS1-RMRG40226-RG2490-CPO2926
1071	ENSR3.0.66.30-IS1-RMRG40226-RG2490-CPO3582
1576	ENSR3.0.66.30-IS1-RMRG40400-RG2490-CPO17038
1021	ENSR3.0.66.30-IS1-RMRG40400-RG2490-CPO22094
1427	ENSR3.0.66.30-IS1-RMRG40400-RG2490-CPO2560
1561	ENSR3.0.66.30-IS1-RMRG40400-RG2490-CPO5246
1596	ENSR3.0.66.30-IS1-RMRG40400-RG2490-CPO9824
1583	ENSR3.0.66.30-IS1-RMRG40450-RG2490-CPO12431
1471	ENSR3.0.66.30-IS1-RMRG40450-RG2490-CPO26405
1446	ENSR3.0.66.30-IS1-RMRG40450-RG2490-CPO29709
1025	ENSR3.0.66.30-IS1-RMRG40450-RG2490-CPO9975
1543	ENSR3.0.66.30-IS1-RMRG40451-RG2490-CPO13168
1445	ENSR3.0.66.30-IS1-RMRG40451-RG2490-CPO14911
1584	ENSR3.0.66.30-IS1-RMRG40451-RG2490-CPO29747
1081	ENSR3.0.66.30-IS1-RMRG40451-RG2490-CPO9251
1417	ENSR3.0.66.30-IS1-RMRG40452-RG2490-CPO13101
1598	ENSR3.0.66.30-IS1-RMRG40452-RG2490-CPO19087
1589	ENSR3.0.66.30-IS1-RMRG40452-RG2490-CPO8447
1698	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO10109
1142	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO11899
1713	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO12857
1756	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO13081
1383	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO13261
1028	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO13979
1171	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO15137
1671	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO16231
1203	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO16410
1222	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO16537
1752	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO16730
1664	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO17272
1306	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO17350
1215	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO17766
1685	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO18106
1695	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO18247
1435	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO18671
1558	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO1980
1350	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO21317
1019	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO21345
1101	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO21609
1430	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO23413
1638	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO23613
1260	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO23889
1342	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO23982
1369	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO24477
1272	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO24605
1490	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO25308
1129	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO25574
1269	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO26029
1195	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO26355
1159	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO26520
1721	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO26794
1216	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO27409
1046	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO27476
1095	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO27616
1473	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO28542
1120	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO28549
1165	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO28662
1375	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO28770
1544	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO288
1608	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO29766
1148	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO29910
1119	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO3226
1442	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO3315
1225	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO3756
1649	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO392
1194	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO453
1730	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO4787
1094	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO5060
1253	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO5459
1488	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO5715
1592	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO5814
1146	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO6927
1708	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO7061
1540	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO779
1093	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO8183
1661	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO9112
1409	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO9286
1457	ENSR3.0.66.30-IS1-RMRG40570-RG2490-CPO978
1271	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO10124
1492	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO10747
1670	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO11051
1626	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO11609
1356	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO11612
1508	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO12534
1411	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO13418
1743	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO14545
1042	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO1463
1754	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO16075
1732	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO17406
1156	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO17496
1118	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO17542
1542	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO18141
1285	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO18531
1226	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO1904
1404	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO19195
1104	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO19414
1092	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO19493
1571	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO20957
1656	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO21373
1665	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO21869
1749	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO24746
1275	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO24896
1282	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO2525
1062	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO25414
1418	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO25632
1535	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO26342
1704	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO27358
1334	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO2755
1032	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO28025
1439	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO28348
1204	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO28432
1479	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO28468
1076	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO29153
1410	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO29453
1729	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO29648
1090	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO3118
1143	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO3169
1338	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO3236
1033	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO3256
1133	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO36
1714	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO6274
1759	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO6919
1358	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO8190
1284	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO8382
1703	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO8761
1716	ENSR3.0.66.30-IS1-RMRG40571-RG2490-CPO8989
