,a_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
8037,2914253051,5769,Videotron Telecom Ltee,45.5528,-73.6411,3227975507,393755,CloudPBX,43.6319,-79.3716
8053,3227975507,393755,CloudPBX,43.6319,-79.3716,855009785,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
8087,3227975507,393755,CloudPBX,43.6319,-79.3716,855010549,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
8205,3227975507,393755,CloudPBX,43.6319,-79.3716,1279424612,577,Bell Canada,44.3572,-79.6929
8242,3227975507,393755,CloudPBX,43.6319,-79.3716,2393098834,855,Bell Canada,47.5124,-52.6729
8260,3227975507,393755,CloudPBX,43.6319,-79.3716,1761238421,15128,Comwave Telecom Inc.,43.8432,-79.5644
8268,3227975507,393755,CloudPBX,43.6319,-79.3716,1676624188,812,Rogers Communications Canada Inc.,43.0443,-81.2391
8367,3227975506,393755,CloudPBX,43.6319,-79.3716,755174586,40788,Start Communications,43.6656,-79.383
8393,1210505719,7992,Cogeco Cable,42.9578,-82.2777,3227975506,393755,CloudPBX,43.6319,-79.3716
8401,3227975507,393755,CloudPBX,43.6319,-79.3716,1676626115,812,Rogers Communications Canada Inc.,43.0123,-81.2307
8417,3227975507,393755,CloudPBX,43.6319,-79.3716,1675902784,812,Rogers Communications Canada Inc.,43.8582,-79.3985
8464,3227975506,393755,CloudPBX,43.6319,-79.3716,1761238213,15128,Comwave Telecom Inc.,43.0233,-81.1643
8480,3233432126,7992,Cogeco Cable,43.3799,-79.7668,3227975507,393755,CloudPBX,43.6319,-79.3716
8492,3227975507,393755,CloudPBX,43.6319,-79.3716,755174586,40788,Start Communications,43.6656,-79.383
8509,1210475242,7992,Cogeco Cable,42.2949,-83.052,3227975506,393755,CloudPBX,43.6319,-79.3716
8536,3227975507,393755,CloudPBX,43.6319,-79.3716,2904576785,812,Rogers Communications Canada Inc.,47.5986,-52.6926
8549,3227975507,393755,CloudPBX,43.6319,-79.3716,3345303600,14007,Skyway West,43.623,-79.3936
8656,2266474856,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,3227975507,393755,CloudPBX,43.6319,-79.3716
8680,1761238166,15128,Comwave Telecom Inc.,43.0233,-81.1643,3227975506,393755,CloudPBX,43.6319,-79.3716
8815,3227975506,393755,CloudPBX,43.6319,-79.3716,1663736670,7018,"AT&T Services, Inc.",37.751,-97.822
8847,3227975507,393755,CloudPBX,43.6319,-79.3716,1210458758,7992,Cogeco Cable,42.9888,-82.3592
8876,3227975506,393755,CloudPBX,43.6319,-79.3716,1675902784,812,Rogers Communications Canada Inc.,43.8582,-79.3985
8887,405972613,40788,Start Communications,42.7898,-80.204,3227975507,393755,CloudPBX,43.6319,-79.3716
8922,3227975506,393755,CloudPBX,43.6319,-79.3716,1745809577,7018,"AT&T Services, Inc.",39.8686,-86.1003
8955,1676624188,812,Rogers Communications Canada Inc.,43.0443,-81.2391,3227975507,393755,CloudPBX,43.6319,-79.3716
8999,3227975507,393755,CloudPBX,43.6319,-79.3716,1210467562,7992,Cogeco Cable,43.6319,-79.3716
9057,760135174,7992,Cogeco Cable,42.3333,-82.0,3227975506,393755,CloudPBX,43.6319,-79.3716
9063,3227975507,393755,CloudPBX,43.6319,-79.3716,755171943,40788,Start Communications,42.9915,-81.3402
9083,755174586,40788,Start Communications,43.6656,-79.383,3227975507,393755,CloudPBX,43.6319,-79.3716
9122,3091643406,6327,Shaw Communications Inc.,53.5185,-113.6579,3227975507,393755,CloudPBX,43.6319,-79.3716
9152,412232343,7992,Cogeco Cable,42.95,-82.1167,3227975507,393755,CloudPBX,43.6319,-79.3716
9159,3227975507,393755,CloudPBX,43.6319,-79.3716,3638379643,7992,Cogeco Cable,42.9888,-82.3592
9161,3227975506,393755,CloudPBX,43.6319,-79.3716,3626900266,11478,Openface Inc.,45.47,-73.6686
9166,1082947124,40788,Start Communications,43.6572,-79.3783,3227975507,393755,CloudPBX,43.6319,-79.3716
9174,760135174,7992,Cogeco Cable,42.3333,-82.0,3227975507,393755,CloudPBX,43.6319,-79.3716
9186,755175188,40788,Start Communications,42.9915,-81.3402,3227975507,393755,CloudPBX,43.6319,-79.3716
9190,3227975507,393755,CloudPBX,43.6319,-79.3716,2393257407,855,Bell Canada,47.5334,-52.7595
9200,3638379699,7992,Cogeco Cable,42.9578,-82.2777,3227975507,393755,CloudPBX,43.6319,-79.3716
9239,3227975507,393755,CloudPBX,43.6319,-79.3716,2886637142,7018,"AT&T Services, Inc.",39.8227,-86.145
9248,3227975507,393755,CloudPBX,43.6319,-79.3716,2393257342,855,Bell Canada,47.5334,-52.7595
9302,3227975506,393755,CloudPBX,43.6319,-79.3716,3233432126,7992,Cogeco Cable,43.3799,-79.7668
9409,3227975507,393755,CloudPBX,43.6319,-79.3716,3480447027,11478,Openface Inc.,45.4805,-73.5554
9443,1761238328,15128,Comwave Telecom Inc.,43.8432,-79.5644,3227975507,393755,CloudPBX,43.6319,-79.3716
9504,3227975507,393755,CloudPBX,43.6319,-79.3716,412233259,7992,Cogeco Cable,44.9001,-76.2494
9542,3227975507,393755,CloudPBX,43.6319,-79.3716,409640138,33363,"BRIGHT HOUSE NETWORKS, LLC",40.4894,-85.5977
9642,3227975506,393755,CloudPBX,43.6319,-79.3716,760135190,7992,Cogeco Cable,42.3333,-82.0
9669,1677622403,812,Rogers Communications Canada Inc.,43.0123,-81.2307,3227975507,393755,CloudPBX,43.6319,-79.3716
9678,3227975506,393755,CloudPBX,43.6319,-79.3716,855010549,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
9682,760135190,7992,Cogeco Cable,42.3333,-82.0,3227975506,393755,CloudPBX,43.6319,-79.3716
9691,412232355,7992,Cogeco Cable,42.95,-82.1167,3227975506,393755,CloudPBX,43.6319,-79.3716
9693,2266474856,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563,3227975506,393755,CloudPBX,43.6319,-79.3716
9723,755171943,40788,Start Communications,42.9915,-81.3402,3227975507,393755,CloudPBX,43.6319,-79.3716
9739,2917629101,22652,Fibrenoire Inc.,43.6784,-79.2941,3227975506,393755,CloudPBX,43.6319,-79.3716
9741,3227975507,393755,CloudPBX,43.6319,-79.3716,412234426,7992,Cogeco Cable,44.1665,-77.4037
9793,3227975506,393755,CloudPBX,43.6319,-79.3716,2393257342,855,Bell Canada,47.5334,-52.7595
9801,3227975507,393755,CloudPBX,43.6319,-79.3716,1745809577,7018,"AT&T Services, Inc.",39.8686,-86.1003
9834,3227975507,393755,CloudPBX,43.6319,-79.3716,2926783645,812,Rogers Communications Canada Inc.,42.8909,-81.3236
9912,1676917179,812,Rogers Communications Canada Inc.,43.0443,-81.2391,3227975506,393755,CloudPBX,43.6319,-79.3716
9914,1676626115,812,Rogers Communications Canada Inc.,43.0123,-81.2307,3227975506,393755,CloudPBX,43.6319,-79.3716
9927,3227975507,393755,CloudPBX,43.6319,-79.3716,760135174,7992,Cogeco Cable,42.3333,-82.0
9984,1761238166,15128,Comwave Telecom Inc.,43.0233,-81.1643,3227975507,393755,CloudPBX,43.6319,-79.3716
9997,1176303759,36522,BELL MOBILITY INC.,44.2099,-80.6238,3227975506,393755,CloudPBX,43.6319,-79.3716
10017,3227975506,393755,CloudPBX,43.6319,-79.3716,412232415,7992,Cogeco Cable,42.95,-82.1167
10063,1676231243,812,Rogers Communications Canada Inc.,44.3572,-79.6929,3227975507,393755,CloudPBX,43.6319,-79.3716
10095,3227975507,393755,CloudPBX,43.6319,-79.3716,3638379050,7992,Cogeco Cable,42.9888,-82.3592
10100,2914253051,5769,Videotron Telecom Ltee,45.5528,-73.6411,3227975506,393755,CloudPBX,43.6319,-79.3716
10118,3518471202,7794,Execulink Telecom Inc.,42.9856,-81.1821,3227975506,393755,CloudPBX,43.6319,-79.3716
10128,412232343,7992,Cogeco Cable,42.95,-82.1167,3227975506,393755,CloudPBX,43.6319,-79.3716
10267,3227975506,393755,CloudPBX,43.6319,-79.3716,1676506245,812,Rogers Communications Canada Inc.,44.6087,-79.4207
10275,3638379050,7992,Cogeco Cable,42.9888,-82.3592,3227975507,393755,CloudPBX,43.6319,-79.3716
10292,1754333190,15290,Allstream Corp.,43.6513,-79.3756,3227975507,393755,CloudPBX,43.6319,-79.3716
10386,3227975506,393755,CloudPBX,43.6319,-79.3716,3233445238,7992,Cogeco Cable,42.8833,-82.15
10388,3227975506,393755,CloudPBX,43.6319,-79.3716,1096686281,577,Bell Canada,46.7749,-71.3344
10415,3227975507,393755,CloudPBX,43.6319,-79.3716,1179661323,5769,Videotron Telecom Ltee,45.5354,-73.6061
10442,3227975507,393755,CloudPBX,43.6319,-79.3716,2393257217,855,Bell Canada,47.5334,-52.7595
10488,3227975506,393755,CloudPBX,43.6319,-79.3716,755176040,40788,Start Communications,43.7276,-79.3148
10574,3227975506,393755,CloudPBX,43.6319,-79.3716,3096535828,577,Bell Canada,44.3572,-79.6929
10591,3638379090,7992,Cogeco Cable,42.9888,-82.3592,3227975507,393755,CloudPBX,43.6319,-79.3716
10599,3227975506,393755,CloudPBX,43.6319,-79.3716,1168513323,36493,FIBERNETICS CORPORATION,43.5637,-79.7202
10923,3227975507,393755,CloudPBX,43.6319,-79.3716,411891757,40788,Start Communications,42.9888,-82.3592
10928,3227975507,393755,CloudPBX,43.6319,-79.3716,1249172405,15122,Point to Point Broadband Inc.,44.4548,-79.7352
10948,3227975506,393755,CloudPBX,43.6319,-79.3716,1761238328,15128,Comwave Telecom Inc.,43.8432,-79.5644
10959,1249172405,15122,Point to Point Broadband Inc.,44.4548,-79.7352,3227975507,393755,CloudPBX,43.6319,-79.3716
10999,1675801513,812,Rogers Communications Canada Inc.,43.1432,-80.7338,3227975507,393755,CloudPBX,43.6319,-79.3716
11066,3227975507,393755,CloudPBX,43.6319,-79.3716,1217120081,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
11102,3227975507,393755,CloudPBX,43.6319,-79.3716,412232415,7992,Cogeco Cable,42.95,-82.1167
11165,3227975506,393755,CloudPBX,43.6319,-79.3716,1177845440,577,Bell Canada,43.8333,-79.5
11181,3227975507,393755,CloudPBX,43.6319,-79.3716,1176303759,36522,BELL MOBILITY INC.,44.2099,-80.6238
11187,3227975507,393755,CloudPBX,43.6319,-79.3716,2892906962,15290,Allstream Corp.,43.6655,-79.4204
11256,1761238353,15128,Comwave Telecom Inc.,43.8432,-79.5644,3227975506,393755,CloudPBX,43.6319,-79.3716
11308,2734649395,40788,Start Communications,43.623,-79.3936,3227975506,393755,CloudPBX,43.6319,-79.3716
11316,3227975506,393755,CloudPBX,43.6319,-79.3716,1675801513,812,Rogers Communications Canada Inc.,43.1432,-80.7338
11476,3332465478,6171,WorldGate,53.4914,-113.4802,3227975507,393755,CloudPBX,43.6319,-79.3716
11498,417208698,11260,EastLink,45.2,-64.1167,3227975506,393755,CloudPBX,43.6319,-79.3716
11503,1668866301,7018,"AT&T Services, Inc.",42.5038,-83.4764,3227975506,393755,CloudPBX,43.6319,-79.3716
11550,3476451441,20161,TeraGo Networks Inc.,43.8227,-79.3946,3227975507,393755,CloudPBX,43.6319,-79.3716
11568,1668866301,7018,"AT&T Services, Inc.",42.5038,-83.4764,3227975507,393755,CloudPBX,43.6319,-79.3716
11607,2389713698,577,Bell Canada,43.6656,-79.383,3227975507,393755,CloudPBX,43.6319,-79.3716
11665,1676917179,812,Rogers Communications Canada Inc.,43.0443,-81.2391,3227975507,393755,CloudPBX,43.6319,-79.3716
11794,405971680,40788,Start Communications,43.323,-79.8092,3227975507,393755,CloudPBX,43.6319,-79.3716
11855,3233437606,7992,Cogeco Cable,42.9578,-82.2777,3227975507,393755,CloudPBX,43.6319,-79.3716
11872,3332465478,6171,WorldGate,53.4914,-113.4802,3227975506,393755,CloudPBX,43.6319,-79.3716
11913,1210475242,7992,Cogeco Cable,42.2949,-83.052,3227975507,393755,CloudPBX,43.6319,-79.3716
11932,3476451441,20161,TeraGo Networks Inc.,43.8227,-79.3946,3227975506,393755,CloudPBX,43.6319,-79.3716
11940,3227975507,393755,CloudPBX,43.6319,-79.3716,1676003536,812,Rogers Communications Canada Inc.,43.6572,-79.3783
12012,3227975506,393755,CloudPBX,43.6319,-79.3716,2730633589,7018,"AT&T Services, Inc.",39.8512,-86.2651
12063,3518471202,7794,Execulink Telecom Inc.,42.9856,-81.1821,3227975507,393755,CloudPBX,43.6319,-79.3716
12131,3227975507,393755,CloudPBX,43.6319,-79.3716,3233437542,7992,Cogeco Cable,42.9578,-82.2777
12147,3227975507,393755,CloudPBX,43.6319,-79.3716,1611994918,5769,Videotron Telecom Ltee,46.8287,-71.334
12222,3638379699,7992,Cogeco Cable,42.9578,-82.2777,3227975506,393755,CloudPBX,43.6319,-79.3716
12239,3227975506,393755,CloudPBX,43.6319,-79.3716,412232343,7992,Cogeco Cable,42.95,-82.1167
12258,1761238213,15128,Comwave Telecom Inc.,43.0233,-81.1643,3227975506,393755,CloudPBX,43.6319,-79.3716
12273,3346985660,852,TELUS Communications Inc.,53.55,-113.5,3227975506,393755,CloudPBX,43.6319,-79.3716
12284,3227975506,393755,CloudPBX,43.6319,-79.3716,2734649395,40788,Start Communications,43.623,-79.3936
12407,1611994918,5769,Videotron Telecom Ltee,46.8287,-71.334,3227975507,393755,CloudPBX,43.6319,-79.3716
12449,1177845440,577,Bell Canada,43.8333,-79.5,3227975506,393755,CloudPBX,43.6319,-79.3716
12522,3227975507,393755,CloudPBX,43.6319,-79.3716,760135190,7992,Cogeco Cable,42.3333,-82.0
12528,2393257259,855,Bell Canada,47.5334,-52.7595,3227975506,393755,CloudPBX,43.6319,-79.3716
12541,3227975506,393755,CloudPBX,43.6319,-79.3716,846445455,7992,Cogeco Cable,42.9578,-82.2777
12858,3227975506,393755,CloudPBX,43.6319,-79.3716,3091461651,6327,Shaw Communications Inc.,49.1285,-122.6236
12888,3227975506,393755,CloudPBX,43.6319,-79.3716,1749006169,7018,"AT&T Services, Inc.",39.9738,-86.1765
12905,3227975507,393755,CloudPBX,43.6319,-79.3716,1082947124,40788,Start Communications,43.6572,-79.3783
13019,3638379090,7992,Cogeco Cable,42.9888,-82.3592,3227975506,393755,CloudPBX,43.6319,-79.3716
13021,3638379112,7992,Cogeco Cable,42.9888,-82.3592,3227975506,393755,CloudPBX,43.6319,-79.3716
13033,3227975507,393755,CloudPBX,43.6319,-79.3716,1210458660,7992,Cogeco Cable,42.9062,-82.11
13063,3227975506,393755,CloudPBX,43.6319,-79.3716,2393098834,855,Bell Canada,47.5124,-52.6729
13087,3227975507,393755,CloudPBX,43.6319,-79.3716,2730633589,7018,"AT&T Services, Inc.",39.8512,-86.2651
13093,3227975506,393755,CloudPBX,43.6319,-79.3716,3638379699,7992,Cogeco Cable,42.9578,-82.2777
13133,3227975507,393755,CloudPBX,43.6319,-79.3716,3233432126,7992,Cogeco Cable,43.3799,-79.7668
13139,1210467570,7992,Cogeco Cable,43.6319,-79.3716,3227975506,393755,CloudPBX,43.6319,-79.3716
13187,3227975507,393755,CloudPBX,43.6319,-79.3716,1677622403,812,Rogers Communications Canada Inc.,43.0123,-81.2307
13201,3227975506,393755,CloudPBX,43.6319,-79.3716,1082947488,40788,Start Communications,43.8404,-79.0251
13203,3227975507,393755,CloudPBX,43.6319,-79.3716,1210492887,7992,Cogeco Cable,42.9578,-82.2777
13276,3227975507,393755,CloudPBX,43.6319,-79.3716,215430723,7018,"AT&T Services, Inc.",37.751,-97.822
13308,1676506245,812,Rogers Communications Canada Inc.,44.6087,-79.4207,3227975506,393755,CloudPBX,43.6319,-79.3716
13324,1082947488,40788,Start Communications,43.8404,-79.0251,3227975506,393755,CloudPBX,43.6319,-79.3716
13342,3227975506,393755,CloudPBX,43.6319,-79.3716,1210486946,7992,Cogeco Cable,43.6319,-79.3716
13407,1210467570,7992,Cogeco Cable,43.6319,-79.3716,3227975507,393755,CloudPBX,43.6319,-79.3716
13472,3227975507,393755,CloudPBX,43.6319,-79.3716,1210486946,7992,Cogeco Cable,43.6319,-79.3716
13810,3227975507,393755,CloudPBX,43.6319,-79.3716,1217356878,812,Rogers Communications Canada Inc.,43.7223,-79.4504
13812,1177845440,577,Bell Canada,43.8333,-79.5,3227975507,393755,CloudPBX,43.6319,-79.3716
13818,3227975507,393755,CloudPBX,43.6319,-79.3716,1676917179,812,Rogers Communications Canada Inc.,43.0443,-81.2391
13873,3227975506,393755,CloudPBX,43.6319,-79.3716,1210491342,7992,Cogeco Cable,42.3167,-82.9
13915,3227975507,393755,CloudPBX,43.6319,-79.3716,2734649395,40788,Start Communications,43.623,-79.3936
13934,2734649395,40788,Start Communications,43.623,-79.3936,3227975507,393755,CloudPBX,43.6319,-79.3716
14014,3227975507,393755,CloudPBX,43.6319,-79.3716,1096686281,577,Bell Canada,46.7749,-71.3344
14055,3227975507,393755,CloudPBX,43.6319,-79.3716,1210505719,7992,Cogeco Cable,42.9578,-82.2777
14092,1217073606,812,Rogers Communications Canada Inc.,43.75,-79.3978,3227975506,393755,CloudPBX,43.6319,-79.3716
14111,3227975506,393755,CloudPBX,43.6319,-79.3716,2266474856,5645,"TekSavvy Solutions, Inc.",42.9976,-81.2563
14163,3227975506,393755,CloudPBX,43.6319,-79.3716,1745319148,7018,"AT&T Services, Inc.",39.8401,-86.0548
14168,3227975507,393755,CloudPBX,43.6319,-79.3716,1676918269,812,Rogers Communications Canada Inc.,43.0443,-81.2391
14222,3227975507,393755,CloudPBX,43.6319,-79.3716,1168513323,36493,FIBERNETICS CORPORATION,43.5637,-79.7202
14287,855010549,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783,3227975507,393755,CloudPBX,43.6319,-79.3716
14288,3227975507,393755,CloudPBX,43.6319,-79.3716,3517667510,852,TELUS Communications Inc.,43.6655,-79.4204
14323,3227975506,393755,CloudPBX,43.6319,-79.3716,2393257217,855,Bell Canada,47.5334,-52.7595
14404,3227975507,393755,CloudPBX,43.6319,-79.3716,851532189,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
14493,3227975507,393755,CloudPBX,43.6319,-79.3716,1210505628,7992,Cogeco Cable,42.9578,-82.2777
14731,1210505669,7992,Cogeco Cable,42.9578,-82.2777,3227975507,393755,CloudPBX,43.6319,-79.3716
14947,1082947184,40788,Start Communications,43.6572,-79.3783,3227975507,393755,CloudPBX,43.6319,-79.3716
15099,1676624188,812,Rogers Communications Canada Inc.,43.0443,-81.2391,3227975506,393755,CloudPBX,43.6319,-79.3716
15133,3227975506,393755,CloudPBX,43.6319,-79.3716,409640138,33363,"BRIGHT HOUSE NETWORKS, LLC",40.4894,-85.5977
15168,3227975507,393755,CloudPBX,43.6319,-79.3716,1088896207,577,Bell Canada,42.9644,-82.3259
15241,3227975506,393755,CloudPBX,43.6319,-79.3716,1210505669,7992,Cogeco Cable,42.9578,-82.2777
15297,3227975507,393755,CloudPBX,43.6319,-79.3716,1210475242,7992,Cogeco Cable,42.2949,-83.052
15365,3227975506,393755,CloudPBX,43.6319,-79.3716,215430723,7018,"AT&T Services, Inc.",37.751,-97.822
15448,3227975506,393755,CloudPBX,43.6319,-79.3716,1826039003,7018,"AT&T Services, Inc.",39.7838,-86.0477
15467,3227975507,393755,CloudPBX,43.6319,-79.3716,1676231243,812,Rogers Communications Canada Inc.,44.3572,-79.6929
15517,3227975507,393755,CloudPBX,43.6319,-79.3716,2927035370,812,Rogers Communications Canada Inc.,44.3001,-79.6496
15548,1675801513,812,Rogers Communications Canada Inc.,43.1432,-80.7338,3227975506,393755,CloudPBX,43.6319,-79.3716
15650,3227975507,393755,CloudPBX,43.6319,-79.3716,1210508163,7992,Cogeco Cable,42.9888,-82.3592
15661,3227975507,393755,CloudPBX,43.6319,-79.3716,1826039003,7018,"AT&T Services, Inc.",39.7838,-86.0477
15683,2917629161,22652,Fibrenoire Inc.,43.6784,-79.2941,3227975506,393755,CloudPBX,43.6319,-79.3716
15794,3227975507,393755,CloudPBX,43.6319,-79.3716,1745319148,7018,"AT&T Services, Inc.",39.8401,-86.0548
15904,3480447027,11478,Openface Inc.,45.4805,-73.5554,3227975506,393755,CloudPBX,43.6319,-79.3716
15988,3227975507,393755,CloudPBX,43.6319,-79.3716,2389713698,577,Bell Canada,43.6656,-79.383
16005,1210467562,7992,Cogeco Cable,43.6319,-79.3716,3227975506,393755,CloudPBX,43.6319,-79.3716
16013,3227975506,393755,CloudPBX,43.6319,-79.3716,1210467562,7992,Cogeco Cable,43.6319,-79.3716
16098,3227975507,393755,CloudPBX,43.6319,-79.3716,1745054491,7018,"AT&T Services, Inc.",39.7132,-86.2617
16262,3227975507,393755,CloudPBX,43.6319,-79.3716,1761238213,15128,Comwave Telecom Inc.,43.0233,-81.1643
16451,1217118827,20453,Rogers Communications Canada Inc.,43.6404,-79.3995,3227975506,393755,CloudPBX,43.6319,-79.3716
16507,3227975506,393755,CloudPBX,43.6319,-79.3716,1676231243,812,Rogers Communications Canada Inc.,44.3572,-79.6929
16548,3227975506,393755,CloudPBX,43.6319,-79.3716,3233437606,7992,Cogeco Cable,42.9578,-82.2777
16598,3227975506,393755,CloudPBX,43.6319,-79.3716,3476451441,20161,TeraGo Networks Inc.,43.8227,-79.3946
16719,3227975507,393755,CloudPBX,43.6319,-79.3716,755175897,40788,Start Communications,43.4032,-79.7186
16725,1210492887,7992,Cogeco Cable,42.9578,-82.2777,3227975506,393755,CloudPBX,43.6319,-79.3716
16791,1761238421,15128,Comwave Telecom Inc.,43.8432,-79.5644,3227975506,393755,CloudPBX,43.6319,-79.3716
16825,3227975507,393755,CloudPBX,43.6319,-79.3716,3096535828,577,Bell Canada,44.3572,-79.6929
16901,3346985660,852,TELUS Communications Inc.,53.55,-113.5,3227975507,393755,CloudPBX,43.6319,-79.3716
17312,1677622403,812,Rogers Communications Canada Inc.,43.0123,-81.2307,3227975506,393755,CloudPBX,43.6319,-79.3716
17517,3096535828,577,Bell Canada,44.3572,-79.6929,3227975507,393755,CloudPBX,43.6319,-79.3716
17616,3227975507,393755,CloudPBX,43.6319,-79.3716,405133426,5769,Videotron Telecom Ltee,45.5394,-73.6513
17643,3227975506,393755,CloudPBX,43.6319,-79.3716,1827712019,7018,"AT&T Services, Inc.",39.8512,-86.2651
17770,3227975506,393755,CloudPBX,43.6319,-79.3716,405133426,5769,Videotron Telecom Ltee,45.5394,-73.6513
17925,3227975506,393755,CloudPBX,43.6319,-79.3716,851532189,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
17981,3227975506,393755,CloudPBX,43.6319,-79.3716,1754333190,15290,Allstream Corp.,43.6513,-79.3756
18406,3227975506,393755,CloudPBX,43.6319,-79.3716,2389713698,577,Bell Canada,43.6656,-79.383
18495,3227975506,393755,CloudPBX,43.6319,-79.3716,1088896207,577,Bell Canada,42.9644,-82.3259
18520,3227975506,393755,CloudPBX,43.6319,-79.3716,1210458874,7992,Cogeco Cable,42.9888,-82.3592
18609,3638379657,7992,Cogeco Cable,42.9578,-82.2777,3227975506,393755,CloudPBX,43.6319,-79.3716
18664,1232637488,7922,"Comcast Cable Communications, LLC",28.8743,-81.686,3227975506,393755,CloudPBX,43.6319,-79.3716
18932,3227975507,393755,CloudPBX,43.6319,-79.3716,1676935419,812,Rogers Communications Canada Inc.,43.0614,-80.9943
18960,3227975507,393755,CloudPBX,43.6319,-79.3716,1663736670,7018,"AT&T Services, Inc.",37.751,-97.822
18988,3227975506,393755,CloudPBX,43.6319,-79.3716,405971680,40788,Start Communications,43.323,-79.8092
19055,3227975507,393755,CloudPBX,43.6319,-79.3716,3638379076,7992,Cogeco Cable,42.9888,-82.3592
19261,3227975506,393755,CloudPBX,43.6319,-79.3716,1676361733,812,Rogers Communications Canada Inc.,43.8177,-79.2819
19263,3227975506,393755,CloudPBX,43.6319,-79.3716,1745054491,7018,"AT&T Services, Inc.",39.7132,-86.2617
19271,3096535828,577,Bell Canada,44.3572,-79.6929,3227975506,393755,CloudPBX,43.6319,-79.3716
19327,3626900266,11478,Openface Inc.,45.47,-73.6686,3227975506,393755,CloudPBX,43.6319,-79.3716
19533,3227975506,393755,CloudPBX,43.6319,-79.3716,755174458,40788,Start Communications,43.2055,-79.9004
19604,3227975507,393755,CloudPBX,43.6319,-79.3716,1217073606,812,Rogers Communications Canada Inc.,43.75,-79.3978
19644,755177515,40788,Start Communications,43.0233,-81.1643,3227975507,393755,CloudPBX,43.6319,-79.3716
19709,3475125866,6171,WorldGate,53.4154,-113.4178,3227975506,393755,CloudPBX,43.6319,-79.3716
19727,411891757,40788,Start Communications,42.9888,-82.3592,3227975506,393755,CloudPBX,43.6319,-79.3716
19740,755174458,40788,Start Communications,43.2055,-79.9004,3227975507,393755,CloudPBX,43.6319,-79.3716
19817,3227975506,393755,CloudPBX,43.6319,-79.3716,1217356878,812,Rogers Communications Canada Inc.,43.7223,-79.4504
19890,3227975507,393755,CloudPBX,43.6319,-79.3716,755178755,40788,Start Communications,43.0147,-81.3049
20340,3227975507,393755,CloudPBX,43.6319,-79.3716,1177845440,577,Bell Canada,43.8333,-79.5
20395,3227975507,393755,CloudPBX,43.6319,-79.3716,410719962,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
20504,1088896207,577,Bell Canada,42.9644,-82.3259,3227975507,393755,CloudPBX,43.6319,-79.3716
20719,1176303759,36522,BELL MOBILITY INC.,44.2099,-80.6238,3227975507,393755,CloudPBX,43.6319,-79.3716
21144,2734649927,40788,Start Communications,43.623,-79.3936,3227975506,393755,CloudPBX,43.6319,-79.3716
21236,3227975507,393755,CloudPBX,43.6319,-79.3716,2734649919,40788,Start Communications,43.623,-79.3936
21381,1210505628,7992,Cogeco Cable,42.9578,-82.2777,3227975506,393755,CloudPBX,43.6319,-79.3716
21401,3227975506,393755,CloudPBX,43.6319,-79.3716,1676624188,812,Rogers Communications Canada Inc.,43.0443,-81.2391
21658,2479013111,15128,Comwave Telecom Inc.,43.2164,-79.7423,3227975506,393755,CloudPBX,43.6319,-79.3716
21814,1088896207,577,Bell Canada,42.9644,-82.3259,3227975506,393755,CloudPBX,43.6319,-79.3716
21835,3227975507,393755,CloudPBX,43.6319,-79.3716,1676361733,812,Rogers Communications Canada Inc.,43.8177,-79.2819
22037,1761238353,15128,Comwave Telecom Inc.,43.8432,-79.5644,3227975507,393755,CloudPBX,43.6319,-79.3716
22191,3227975506,393755,CloudPBX,43.6319,-79.3716,2479013111,15128,Comwave Telecom Inc.,43.2164,-79.7423
22290,3227975506,393755,CloudPBX,43.6319,-79.3716,760135174,7992,Cogeco Cable,42.3333,-82.0
22318,3227975506,393755,CloudPBX,43.6319,-79.3716,846445562,7992,Cogeco Cable,42.9578,-82.2777
23163,3227975506,393755,CloudPBX,43.6319,-79.3716,2917629101,22652,Fibrenoire Inc.,43.6784,-79.2941
23180,3626900266,11478,Openface Inc.,45.47,-73.6686,3227975507,393755,CloudPBX,43.6319,-79.3716
23409,3227975506,393755,CloudPBX,43.6319,-79.3716,1676003536,812,Rogers Communications Canada Inc.,43.6572,-79.3783
23857,3227975506,393755,CloudPBX,43.6319,-79.3716,2886637142,7018,"AT&T Services, Inc.",39.8227,-86.145
23873,3227975507,393755,CloudPBX,43.6319,-79.3716,1676506245,812,Rogers Communications Canada Inc.,44.6087,-79.4207
24191,3640363090,14007,Skyway West,49.2788,-123.1139,3227975506,393755,CloudPBX,43.6319,-79.3716
24195,3227975506,393755,CloudPBX,43.6319,-79.3716,3640363090,14007,Skyway West,49.2788,-123.1139
24395,405978584,40788,Start Communications,43.3799,-79.7668,3227975507,393755,CloudPBX,43.6319,-79.3716
