,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
12206,14007,Skyway West,49.316,-123.0576,395152,CloudPBX,43.6319,-79.3716
12211,395152,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.316,-123.0576
12273,852,TELUS Communications Inc.,53.55,-113.5,393755,CloudPBX,43.6319,-79.3716
12353,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,44.9001,-76.2494
12407,5769,Videotron Telecom Ltee,46.8287,-71.334,393755,CloudPBX,43.6319,-79.3716
12449,577,Bell Canada,43.8333,-79.5,393755,CloudPBX,43.6319,-79.3716
12991,395152,CloudPBX,43.6319,-79.3716,6171,WorldGate,53.4154,-113.4178
13308,812,Rogers Communications Canada Inc.,44.6087,-79.4207,393755,CloudPBX,43.6319,-79.3716
13810,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.7223,-79.4504
13839,7992,Cogeco Cable,42.9062,-82.11,395766,CloudPBX,40.7432,-75.2242
13872,14007,Skyway West,49.222,-123.0683,395152,CloudPBX,43.6319,-79.3716
13873,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.3167,-82.9
14088,5769,Videotron Telecom Ltee,45.5394,-73.6513,395766,CloudPBX,40.7432,-75.2242
14163,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.8401,-86.0548
14214,395766,CloudPBX,40.7432,-75.2242,33363,"BRIGHT HOUSE NETWORKS, LLC",40.4894,-85.5977
14217,7018,"AT&T Services, Inc.",39.7132,-86.2617,395766,CloudPBX,40.7432,-75.2242
14247,33363,"BRIGHT HOUSE NETWORKS, LLC",39.895,-86.1804,395766,CloudPBX,40.7432,-75.2242
14287,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783,393755,CloudPBX,43.6319,-79.3716
14404,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443
14416,852,TELUS Communications Inc.,49.0423,-122.2835,395152,CloudPBX,43.6319,-79.3716
14521,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,51.0419,-114.2
14931,7018,"AT&T Services, Inc.",39.8512,-86.2651,395766,CloudPBX,40.7432,-75.2242
14978,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368,395766,CloudPBX,40.7432,-75.2242
15168,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,42.9644,-82.3259
15297,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2949,-83.052
15448,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7838,-86.0477
15463,7922,"Comcast Cable Communications, LLC",41.8811,-87.8786,395766,CloudPBX,40.7432,-75.2242
15464,19171,Stargate Connections Inc.,49.2788,-123.1139,395152,CloudPBX,43.6319,-79.3716
15467,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3572,-79.6929
15517,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.3001,-79.6496
15904,11478,Openface Inc.,45.4805,-73.5554,393755,CloudPBX,43.6319,-79.3716
15988,393755,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6656,-79.383
16098,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.7132,-86.2617
16195,7922,"Comcast Cable Communications, LLC",37.751,-97.822,395766,CloudPBX,40.7432,-75.2242
16287,6327,Shaw Communications Inc.,51.0419,-114.2,395152,CloudPBX,43.6319,-79.3716
16588,7018,"AT&T Services, Inc.",39.9738,-86.1765,395766,CloudPBX,40.7432,-75.2242
16598,393755,CloudPBX,43.6319,-79.3716,20161,TeraGo Networks Inc.,43.8227,-79.3946
16980,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",37.751,-97.822
17494,15102,WiBand Communications,53.4179,-113.5785,395152,CloudPBX,43.6319,-79.3716
17554,7922,"Comcast Cable Communications, LLC",42.2639,-88.8443,395766,CloudPBX,40.7432,-75.2242
17593,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0423,-122.2835
17616,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5394,-73.6513
17697,395152,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.222,-123.0683
17718,11492,"Cable One, Inc.",30.4672,-89.2763,395152,CloudPBX,43.6319,-79.3716
17867,395152,CloudPBX,43.6319,-79.3716,11492,"Cable One, Inc.",30.4672,-89.2763
17981,393755,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.6513,-79.3756
18223,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.585,-113.5526
18293,6327,Shaw Communications Inc.,49.2167,-122.9167,395152,CloudPBX,43.6319,-79.3716
18530,852,TELUS Communications Inc.,49.0384,-122.3485,395152,CloudPBX,43.6319,-79.3716
18664,7922,"Comcast Cable Communications, LLC",28.8743,-81.686,393755,CloudPBX,43.6319,-79.3716
18736,7922,"Comcast Cable Communications, LLC",41.7195,-86.2064,395766,CloudPBX,40.7432,-75.2242
19096,6171,WorldGate,53.4154,-113.4178,395152,CloudPBX,43.6319,-79.3716
19126,395766,CloudPBX,40.7432,-75.2242,7018,"AT&T Services, Inc.",39.8512,-86.2651
19261,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.8177,-79.2819
19327,11478,Openface Inc.,45.47,-73.6686,393755,CloudPBX,43.6319,-79.3716
19709,6171,WorldGate,53.4154,-113.4178,393755,CloudPBX,43.6319,-79.3716
19712,7922,"Comcast Cable Communications, LLC",44.9198,-93.4832,395766,CloudPBX,40.7432,-75.2242
19727,40788,Start Communications,42.9888,-82.3592,393755,CloudPBX,43.6319,-79.3716
19740,40788,Start Communications,43.2055,-79.9004,393755,CloudPBX,43.6319,-79.3716
19760,812,Rogers Communications Canada Inc.,43.6572,-79.3783,395766,CloudPBX,40.7432,-75.2242
19808,852,TELUS Communications Inc.,49.2788,-123.1139,395152,CloudPBX,43.6319,-79.3716
20395,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
20504,577,Bell Canada,42.9644,-82.3259,393755,CloudPBX,43.6319,-79.3716
21039,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.8582,-79.3985
21487,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,43.6555,-79.3626
21501,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0791,-122.7553
21658,15128,Comwave Telecom Inc.,43.2164,-79.7423,393755,CloudPBX,43.6319,-79.3716
22191,393755,CloudPBX,43.6319,-79.3716,15128,Comwave Telecom Inc.,43.2164,-79.7423
22396,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.7168,-113.2187
22397,6327,Shaw Communications Inc.,49.2833,-123.1298,395152,CloudPBX,43.6319,-79.3716
22885,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2795,-123.0667
22888,395152,CloudPBX,43.6319,-79.3716,15102,WiBand Communications,53.4179,-113.5785
23163,393755,CloudPBX,43.6319,-79.3716,22652,Fibrenoire Inc.,43.6784,-79.2941
23466,6327,Shaw Communications Inc.,49.141,-122.8569,395152,CloudPBX,43.6319,-79.3716
23607,852,TELUS Communications Inc.,49.299,-123.1408,395152,CloudPBX,43.6319,-79.3716
23803,395152,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.6655,-79.4204
23805,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",41.8876,-87.6368
24059,395152,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2788,-123.1139
24191,14007,Skyway West,49.2788,-123.1139,393755,CloudPBX,43.6319,-79.3716
24195,393755,CloudPBX,43.6319,-79.3716,14007,Skyway West,49.2788,-123.1139
24332,395766,CloudPBX,40.7432,-75.2242,14007,Skyway West,49.2788,-123.1139
24395,40788,Start Communications,43.3799,-79.7668,393755,CloudPBX,43.6319,-79.3716
24422,393755,CloudPBX,43.6319,-79.3716,22773,Cox Communications Inc.,33.5076,-112.0583
24489,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",44.9198,-93.4832
24548,7018,"AT&T Services, Inc.",39.9738,-86.1765,393755,CloudPBX,43.6319,-79.3716
24821,54527,Astute Hosting Inc.,49.2866,-123.1158,395152,CloudPBX,43.6319,-79.3716
24841,852,TELUS Communications Inc.,49.2603,-123.146,395152,CloudPBX,43.6319,-79.3716
24967,19171,Stargate Connections Inc.,49.316,-123.0576,395152,CloudPBX,43.6319,-79.3716
24968,7018,"AT&T Services, Inc.",39.7838,-86.0477,393755,CloudPBX,43.6319,-79.3716
25072,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",38.9057,-76.9783
25201,395766,CloudPBX,40.7432,-75.2242,812,Rogers Communications Canada Inc.,43.6572,-79.3783
25224,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.9888,-82.3592
25308,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.0787,-121.6098
25677,5769,Videotron Telecom Ltee,45.504,-73.5747,395766,CloudPBX,40.7432,-75.2242
25729,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,43.3799,-79.7668
25745,5769,Videotron Telecom Ltee,45.5394,-73.6513,393755,CloudPBX,43.6319,-79.3716
25752,393755,CloudPBX,43.6319,-79.3716,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665
26463,6327,Shaw Communications Inc.,52.3834,-113.7853,395152,CloudPBX,43.6319,-79.3716
26478,6327,Shaw Communications Inc.,49.1661,-122.5792,395152,CloudPBX,43.6319,-79.3716
26574,812,Rogers Communications Canada Inc.,44.3001,-79.6496,393755,CloudPBX,43.6319,-79.3716
26856,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199
26962,33363,"BRIGHT HOUSE NETWORKS, LLC",39.7851,-86.1665,393755,CloudPBX,43.6319,-79.3716
27082,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.6511,-112.8351
27267,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5333,-113.9167
27361,852,TELUS Communications Inc.,53.585,-113.5526,393755,CloudPBX,43.6319,-79.3716
27670,7992,Cogeco Cable,42.4238,-82.1183,393755,CloudPBX,43.6319,-79.3716
27845,395766,CloudPBX,40.7432,-75.2242,5769,Videotron Telecom Ltee,45.5394,-73.6513
28054,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",44.9198,-93.4832
28715,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2167,-122.9167
28910,6327,Shaw Communications Inc.,50.9819,-114.1004,395152,CloudPBX,43.6319,-79.3716
29004,852,TELUS Communications Inc.,49.0331,-123.0877,395152,CloudPBX,43.6319,-79.3716
29087,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,52.0961,-106.6252
29119,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.25,-123.1333
29211,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2866,-123.1158
29305,852,TELUS Communications Inc.,50.1208,-122.9544,395152,CloudPBX,43.6319,-79.3716
29312,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.316,-123.0576
29585,6327,Shaw Communications Inc.,53.5333,-113.9167,395152,CloudPBX,43.6319,-79.3716
29757,395152,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.5924,-79.7611
29831,852,TELUS Communications Inc.,49.8928,-119.4852,395152,CloudPBX,43.6319,-79.3716
29886,15122,Point to Point Broadband Inc.,44.4167,-80.0833,393755,CloudPBX,43.6319,-79.3716
29916,40788,Start Communications,43.0147,-81.3049,393755,CloudPBX,43.6319,-79.3716
29968,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2767,-123.13
30061,852,TELUS Communications Inc.,53.7168,-113.2187,395152,CloudPBX,43.6319,-79.3716
30109,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.8625,-119.5833
30172,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2779,-123.0908
30410,395152,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2767,-123.13
30469,22773,Cox Communications Inc.,32.2541,-110.8785,393755,CloudPBX,43.6319,-79.3716
30533,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.8719,-81.2472
30598,6327,Shaw Communications Inc.,49.262,-123.0923,395152,CloudPBX,43.6319,-79.3716
30601,7018,"AT&T Services, Inc.",39.8512,-86.2651,393755,CloudPBX,43.6319,-79.3716
30798,812,Rogers Communications Canada Inc.,43.0147,-81.3049,393755,CloudPBX,43.6319,-79.3716
30841,6171,WorldGate,53.4914,-113.4802,395152,CloudPBX,43.6319,-79.3716
30846,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2196,-122.6164
30884,812,Rogers Communications Canada Inc.,43.7223,-79.4504,393755,CloudPBX,43.6319,-79.3716
30929,6327,Shaw Communications Inc.,49.3167,-122.7384,395152,CloudPBX,43.6319,-79.3716
30931,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.3167,-122.7384
31179,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.3615,-123.2627
31512,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",39.1604,-119.8618
31537,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2833,-123.1298
31547,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2068,-122.4851
31674,852,TELUS Communications Inc.,49.262,-123.0923,395152,CloudPBX,43.6319,-79.3716
31722,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2788,-123.1139
31763,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0374,-122.8299
31774,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,48.4267,-123.3655
31813,6327,Shaw Communications Inc.,49.2436,-122.7865,395152,CloudPBX,43.6319,-79.3716
31850,40788,Start Communications,43.7276,-79.3148,393755,CloudPBX,43.6319,-79.3716
31998,395152,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.316,-123.0576
32155,852,TELUS Communications Inc.,49.2779,-123.0908,395152,CloudPBX,43.6319,-79.3716
32388,6327,Shaw Communications Inc.,49.8625,-119.5833,395152,CloudPBX,43.6319,-79.3716
32399,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.0331,-123.0877
32658,7018,"AT&T Services, Inc.",39.8401,-86.0548,395766,CloudPBX,40.7432,-75.2242
32735,852,TELUS Communications Inc.,49.2068,-122.4851,395152,CloudPBX,43.6319,-79.3716
32818,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.5185,-113.6579
32965,6327,Shaw Communications Inc.,49.2475,-123.121,395152,CloudPBX,43.6319,-79.3716
33053,852,TELUS Communications Inc.,49.0374,-122.8299,395152,CloudPBX,43.6319,-79.3716
33197,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.55,-113.5
33211,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.262,-123.0923
33506,6327,Shaw Communications Inc.,53.5185,-113.6579,395152,CloudPBX,43.6319,-79.3716
33672,852,TELUS Communications Inc.,49.2795,-123.0667,395152,CloudPBX,43.6319,-79.3716
33682,395152,CloudPBX,43.6319,-79.3716,5645,"TekSavvy Solutions, Inc.",43.6784,-79.2941
33686,7992,Cogeco Cable,42.8833,-82.15,393755,CloudPBX,43.6319,-79.3716
33949,852,TELUS Communications Inc.,48.4267,-123.3655,395152,CloudPBX,43.6319,-79.3716
34355,393755,CloudPBX,43.6319,-79.3716,16696,iTel Networks Inc,44.25,-80.55
34364,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.4238,-82.1183
34569,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1889,-122.873
34804,6327,Shaw Communications Inc.,49.2866,-123.1158,395152,CloudPBX,43.6319,-79.3716
35182,852,TELUS Communications Inc.,49.0791,-122.7553,395152,CloudPBX,43.6319,-79.3716
35213,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.316,-123.0576
35306,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2795,-123.0667
35555,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2646,-123.1648
35662,40191,ZEROFAIL,45.4987,-73.5793,395766,CloudPBX,40.7432,-75.2242
35873,852,TELUS Communications Inc.,49.2327,-123.0917,395152,CloudPBX,43.6319,-79.3716
35897,6327,Shaw Communications Inc.,49.25,-123.1333,395152,CloudPBX,43.6319,-79.3716
35971,393755,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.299,-123.1408
36122,812,Rogers Communications Canada Inc.,42.966,-81.2053,393755,CloudPBX,43.6319,-79.3716
36262,6327,Shaw Communications Inc.,49.299,-123.1408,393755,CloudPBX,43.6319,-79.3716
36537,13768,Cogeco Peer 1,49.2344,-123.1451,395152,CloudPBX,43.6319,-79.3716
36937,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,52.3834,-113.7853
37232,395152,CloudPBX,43.6319,-79.3716,14007,Skyway West,48.4167,-123.365
37863,6327,Shaw Communications Inc.,53.5428,-113.4974,395152,CloudPBX,43.6319,-79.3716
38181,7018,"AT&T Services, Inc.",39.1604,-119.8618,393755,CloudPBX,43.6319,-79.3716
38354,7922,"Comcast Cable Communications, LLC",45.4509,-122.6962,395152,CloudPBX,43.6319,-79.3716
38573,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2788,-123.1139
39146,6327,Shaw Communications Inc.,48.4777,-123.3658,395152,CloudPBX,43.6319,-79.3716
39214,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,42.966,-81.2053
39240,40788,Start Communications,42.8719,-81.2472,393755,CloudPBX,43.6319,-79.3716
39380,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2603,-123.146
39422,393755,CloudPBX,43.6319,-79.3716,15290,Allstream Corp.,43.5924,-79.7611
39476,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.4594,-73.5501
39643,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.262,-123.0923
40292,6327,Shaw Communications Inc.,49.3222,-123.0834,395152,CloudPBX,43.6319,-79.3716
40394,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.141,-122.8569
40575,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.1661,-122.5792
41105,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2275,-122.9301
41458,393755,CloudPBX,43.6319,-79.3716,1403,EBOX,45.5009,-73.5877
41944,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.3597,-123.0377
42023,6327,Shaw Communications Inc.,49.2779,-123.0908,393755,CloudPBX,43.6319,-79.3716
42220,395152,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2795,-123.0667
42418,7992,Cogeco Cable,43.6319,-79.3716,395766,CloudPBX,40.7432,-75.2242
42551,852,TELUS Communications Inc.,49.3222,-123.0834,395152,CloudPBX,43.6319,-79.3716
43143,7992,Cogeco Cable,42.2007,-83.0276,393755,CloudPBX,43.6319,-79.3716
43592,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,43.6192,-79.6538
43609,395766,CloudPBX,40.7432,-75.2242,7922,"Comcast Cable Communications, LLC",39.3656,-76.6199
44285,852,TELUS Communications Inc.,53.2667,-113.5333,395152,CloudPBX,43.6319,-79.3716
44522,393755,CloudPBX,43.6319,-79.3716,13768,Cogeco Peer 1,43.6021,-79.5402
45865,852,TELUS Communications Inc.,50.1122,-120.7942,395152,CloudPBX,43.6319,-79.3716
45953,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,50.1208,-122.9544
46063,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2436,-122.7865
46107,812,Rogers Communications Canada Inc.,43.8177,-79.2819,393755,CloudPBX,43.6319,-79.3716
46603,395152,CloudPBX,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,49.1836,-123.1168
48453,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.3222,-123.0834
48591,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",37.751,-97.822
48621,852,TELUS Communications Inc.,49.2767,-123.13,395152,CloudPBX,43.6319,-79.3716
49873,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,50.0163,-124.3226
50211,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.2007,-83.0276
50277,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.5168,-80.0164
50827,852,TELUS Communications Inc.,50.0163,-124.3226,395152,CloudPBX,43.6319,-79.3716
50953,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.3222,-123.0834
50967,395152,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,43.6319,-79.3716
51082,1403,EBOX,45.5009,-73.5877,393755,CloudPBX,43.6319,-79.3716
52140,6327,Shaw Communications Inc.,49.2795,-123.0667,395152,CloudPBX,43.6319,-79.3716
52221,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,50.1122,-120.7942
52475,395152,CloudPBX,43.6319,-79.3716,28573,CLARO S.A.,-22.8751,-43.2775
52761,812,Rogers Communications Canada Inc.,49.1364,-122.8213,395152,CloudPBX,43.6319,-79.3716
53033,393755,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.55,-113.5
53121,393755,CloudPBX,43.6319,-79.3716,25668,Cipherkey Exchange Corp.,49.2497,-123.166
53763,393755,CloudPBX,43.6319,-79.3716,54527,Astute Hosting Inc.,49.2866,-123.1158
54718,6327,Shaw Communications Inc.,49.2068,-122.4851,395152,CloudPBX,43.6319,-79.3716
54769,25668,Cipherkey Exchange Corp.,49.2497,-123.166,395152,CloudPBX,43.6319,-79.3716
55770,852,TELUS Communications Inc.,49.812,-119.5076,395152,CloudPBX,43.6319,-79.3716
55934,577,Bell Canada,49.2667,-122.7833,393755,CloudPBX,43.6319,-79.3716
56342,393755,CloudPBX,43.6319,-79.3716,5769,Videotron Telecom Ltee,45.5055,-73.8789
56502,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,49.2667,-122.7833
57005,395152,CloudPBX,43.6319,-79.3716,577,Bell Canada,46.7749,-71.3344
57048,577,Bell Canada,46.7749,-71.3344,393755,CloudPBX,43.6319,-79.3716
57512,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.299,-123.1408
57878,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,49.2779,-123.0908
58355,11478,Openface Inc.,45.47,-73.6686,395152,CloudPBX,43.6319,-79.3716
59074,36522,BELL MOBILITY INC.,43.4389,-80.2649,393755,CloudPBX,43.6319,-79.3716
59740,393755,CloudPBX,43.6319,-79.3716,14860,"SMARTCOM TELEPHONE, LLC",26.2159,-98.3253
60887,6327,Shaw Communications Inc.,52.0961,-106.6252,395152,CloudPBX,43.6319,-79.3716
62106,6327,Shaw Communications Inc.,49.2603,-123.146,395152,CloudPBX,43.6319,-79.3716
62701,6327,Shaw Communications Inc.,51.0876,-114.0214,395152,CloudPBX,43.6319,-79.3716
62959,7992,Cogeco Cable,42.3167,-82.9,395766,CloudPBX,40.7432,-75.2242
64368,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.9976,-81.2563
64562,395152,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",37.751,-97.822
64917,7018,"AT&T Services, Inc.",39.8686,-86.1003,393755,CloudPBX,43.6319,-79.3716
65298,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",28.8743,-81.686
65697,22773,Cox Communications Inc.,33.5076,-112.0583,393755,CloudPBX,43.6319,-79.3716
65748,7018,"AT&T Services, Inc.",39.7132,-86.2617,393755,CloudPBX,43.6319,-79.3716
67650,7018,"AT&T Services, Inc.",41.7403,-87.654,395766,CloudPBX,40.7432,-75.2242
68146,393755,CloudPBX,43.6319,-79.3716,40191,ZEROFAIL,45.4987,-73.5793
68388,852,TELUS Communications Inc.,49.2769,-122.9761,395152,CloudPBX,43.6319,-79.3716
68870,393755,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2478,-122.9938
69953,812,Rogers Communications Canada Inc.,49.25,-123.1333,395152,CloudPBX,43.6319,-79.3716
69959,5769,Videotron Telecom Ltee,45.4594,-73.5501,393755,CloudPBX,43.6319,-79.3716
70211,19171,Stargate Connections Inc.,49.316,-123.0576,393755,CloudPBX,43.6319,-79.3716
71353,6327,Shaw Communications Inc.,49.0787,-121.6098,393755,CloudPBX,43.6319,-79.3716
71485,19171,Stargate Connections Inc.,49.2397,-123.0407,395152,CloudPBX,43.6319,-79.3716
71674,395152,CloudPBX,43.6319,-79.3716,19171,Stargate Connections Inc.,49.2397,-123.0407
74190,812,Rogers Communications Canada Inc.,43.8177,-79.2819,395766,CloudPBX,40.7432,-75.2242
74901,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,48.4993,-123.4003
76718,395152,CloudPBX,43.6319,-79.3716,6327,Shaw Communications Inc.,53.4617,-113.371
76979,855,Bell Canada,47.483,-52.8415,395766,CloudPBX,40.7432,-75.2242
77473,393755,CloudPBX,43.6319,-79.3716,7018,"AT&T Services, Inc.",42.5038,-83.4764
77869,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,53.2667,-113.5333
77879,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2769,-122.9761
78209,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.8625,-119.5833
78388,395152,CloudPBX,43.6319,-79.3716,852,TELUS Communications Inc.,49.2302,-122.9952
78428,40788,Start Communications,42.9976,-81.2563,393755,CloudPBX,43.6319,-79.3716
81469,393755,CloudPBX,43.6319,-79.3716,40788,Start Communications,42.7898,-80.204
82958,812,Rogers Communications Canada Inc.,44.4001,-79.6663,393755,CloudPBX,43.6319,-79.3716
83963,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,44.4001,-79.6663
84214,7992,Cogeco Cable,42.1783,-82.7715,393755,CloudPBX,43.6319,-79.3716
84679,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951,395766,CloudPBX,40.7432,-75.2242
84834,393755,CloudPBX,43.6319,-79.3716,7922,"Comcast Cable Communications, LLC",39.2575,-76.4951
85099,393755,CloudPBX,43.6319,-79.3716,812,Rogers Communications Canada Inc.,47.5334,-52.7595
85940,393755,CloudPBX,43.6319,-79.3716,7992,Cogeco Cable,42.1783,-82.7715
86415,7018,"AT&T Services, Inc.",39.8401,-86.0548,393755,CloudPBX,43.6319,-79.3716
88289,7992,Cogeco Cable,42.9578,-82.2777,395766,CloudPBX,40.7432,-75.2242
89496,7992,Cogeco Cable,42.8833,-82.15,395766,CloudPBX,40.7432,-75.2242
90486,33363,"BRIGHT HOUSE NETWORKS, LLC",40.4894,-85.5977,393755,CloudPBX,43.6319,-79.3716
