,a_saddr,a_saddr_asn,a_saddr_asorg,a_saddr_lat,a_saddr_long,b_saddr,b_saddr_asn,b_saddr_asorg,b_saddr_lat,b_saddr_long
968223,1654599251,395766,CloudPBX,40.7432,-75.2242,3497430155,19171,Stargate Connections Inc.,49.2788,-123.1139
968242,1654599251,395766,CloudPBX,40.7432,-75.2242,1676935419,812,Rogers Communications Canada Inc.,43.0614,-80.9943
968265,1676935419,812,Rogers Communications Canada Inc.,43.0614,-80.9943,1654599251,395766,CloudPBX,40.7432,-75.2242
968310,1654599250,395766,CloudPBX,40.7432,-75.2242,3332465478,6171,WorldGate,53.4914,-113.4802
968351,1654599250,395766,CloudPBX,40.7432,-75.2242,1827712019,7018,"AT&T Services, Inc.",39.8512,-86.2651
968359,1090360550,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599251,395766,CloudPBX,40.7432,-75.2242
968379,3091619682,6327,Shaw Communications Inc.,53.5428,-113.4974,1654599251,395766,CloudPBX,40.7432,-75.2242
968384,1654599251,395766,CloudPBX,40.7432,-75.2242,1090360462,19171,Stargate Connections Inc.,49.2866,-123.1158
968401,2919736882,6327,Shaw Communications Inc.,49.299,-123.1408,1654599251,395766,CloudPBX,40.7432,-75.2242
968441,1654599251,395766,CloudPBX,40.7432,-75.2242,3632003165,852,TELUS Communications Inc.,53.4609,-113.4519
968498,1654599250,395766,CloudPBX,40.7432,-75.2242,3632003165,852,TELUS Communications Inc.,53.4609,-113.4519
968519,1654599250,395766,CloudPBX,40.7432,-75.2242,2731908580,54527,Astute Hosting Inc.,49.2866,-123.1158
968562,410138264,812,Rogers Communications Canada Inc.,43.8669,-79.4414,1654599251,395766,CloudPBX,40.7432,-75.2242
968569,1654599250,395766,CloudPBX,40.7432,-75.2242,1178711303,6327,Shaw Communications Inc.,49.6511,-112.8351
968583,1654599250,395766,CloudPBX,40.7432,-75.2242,3350650146,19171,Stargate Connections Inc.,49.2478,-122.9938
968625,3350650146,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599250,395766,CloudPBX,40.7432,-75.2242
968633,1654599250,395766,CloudPBX,40.7432,-75.2242,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976
968643,1654599250,395766,CloudPBX,40.7432,-75.2242,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938
968645,1654599250,395766,CloudPBX,40.7432,-75.2242,1268774617,852,TELUS Communications Inc.,51.0242,-114.1004
968648,1654599250,395766,CloudPBX,40.7432,-75.2242,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667
968681,1654599250,395766,CloudPBX,40.7432,-75.2242,3492161874,852,TELUS Communications Inc.,51.0242,-114.1004
968689,3640368282,14007,Skyway West,48.4167,-123.365,1654599251,395766,CloudPBX,40.7432,-75.2242
968691,1654599251,395766,CloudPBX,40.7432,-75.2242,1614101266,6327,Shaw Communications Inc.,49.262,-123.0923
968765,1654599250,395766,CloudPBX,40.7432,-75.2242,3091461651,6327,Shaw Communications Inc.,49.1285,-122.6236
968778,1654599250,395766,CloudPBX,40.7432,-75.2242,2919736882,6327,Shaw Communications Inc.,49.299,-123.1408
968780,1654599250,395766,CloudPBX,40.7432,-75.2242,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121
968824,1654599251,395766,CloudPBX,40.7432,-75.2242,3091631882,6327,Shaw Communications Inc.,49.2788,-123.1139
968896,1654599251,395766,CloudPBX,40.7432,-75.2242,3512424079,852,TELUS Communications Inc.,53.585,-113.5526
968945,410138264,812,Rogers Communications Canada Inc.,43.8669,-79.4414,1654599250,395766,CloudPBX,40.7432,-75.2242
968968,1653562909,19171,Stargate Connections Inc.,49.316,-123.0576,1654599250,395766,CloudPBX,40.7432,-75.2242
968977,1653562909,19171,Stargate Connections Inc.,49.316,-123.0576,1654599251,395766,CloudPBX,40.7432,-75.2242
968990,1654599250,395766,CloudPBX,40.7432,-75.2242,845302071,852,TELUS Communications Inc.,50.0163,-124.3226
969039,1653559798,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599250,395766,CloudPBX,40.7432,-75.2242
969095,1654599250,395766,CloudPBX,40.7432,-75.2242,1178985642,6327,Shaw Communications Inc.,49.2068,-122.4851
969099,1654599250,395766,CloudPBX,40.7432,-75.2242,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139
969104,1090360654,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599251,395766,CloudPBX,40.7432,-75.2242
969105,1654599251,395766,CloudPBX,40.7432,-75.2242,1090360654,19171,Stargate Connections Inc.,49.2866,-123.1158
969130,1654599250,395766,CloudPBX,40.7432,-75.2242,3640368787,14007,Skyway West,49.2807,-123.0397
969148,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976,1654599250,395766,CloudPBX,40.7432,-75.2242
969239,1654599250,395766,CloudPBX,40.7432,-75.2242,1653562909,19171,Stargate Connections Inc.,49.316,-123.0576
969246,1654599251,395766,CloudPBX,40.7432,-75.2242,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627
969251,1654599251,395766,CloudPBX,40.7432,-75.2242,1244849474,14007,Skyway West,49.316,-123.0576
969266,1654599251,395766,CloudPBX,40.7432,-75.2242,3475127854,6171,WorldGate,53.55,-113.5
969285,1654599250,395766,CloudPBX,40.7432,-75.2242,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627
969291,3463715872,852,TELUS Communications Inc.,49.3615,-123.2627,1654599251,395766,CloudPBX,40.7432,-75.2242
969292,1654599251,395766,CloudPBX,40.7432,-75.2242,3478238583,852,TELUS Communications Inc.,49.25,-123.1333
969295,1244849474,14007,Skyway West,49.316,-123.0576,1654599251,395766,CloudPBX,40.7432,-75.2242
969348,1654599251,395766,CloudPBX,40.7432,-75.2242,1090362013,19171,Stargate Connections Inc.,49.2666,-123.1976
969354,1654599251,395766,CloudPBX,40.7432,-75.2242,3492161874,852,TELUS Communications Inc.,51.0242,-114.1004
969442,2919736882,6327,Shaw Communications Inc.,49.299,-123.1408,1654599250,395766,CloudPBX,40.7432,-75.2242
969472,1654599250,395766,CloudPBX,40.7432,-75.2242,3330677851,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167
969480,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599251,395766,CloudPBX,40.7432,-75.2242
969497,3624749586,15290,Allstream Corp.,43.5924,-79.7611,1654599251,395766,CloudPBX,40.7432,-75.2242
969518,1654599251,395766,CloudPBX,40.7432,-75.2242,1090360550,19171,Stargate Connections Inc.,49.2866,-123.1158
969527,1654599251,395766,CloudPBX,40.7432,-75.2242,1268517701,852,TELUS Communications Inc.,49.2492,-123.1104
969577,1654599251,395766,CloudPBX,40.7432,-75.2242,1176778026,40029,Novus Entertainment Inc.,49.2788,-123.1139
969616,1654599251,395766,CloudPBX,40.7432,-75.2242,875246285,16509,"Amazon.com, Inc.",45.8696,-119.688
969655,1654599250,395766,CloudPBX,40.7432,-75.2242,1653560604,19171,Stargate Connections Inc.,49.2475,-123.121
969658,1654599251,395766,CloudPBX,40.7432,-75.2242,3236611778,14007,Skyway West,49.222,-123.0683
969672,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139,1654599251,395766,CloudPBX,40.7432,-75.2242
969717,1090360938,19171,Stargate Connections Inc.,49.1707,-122.7326,1654599250,395766,CloudPBX,40.7432,-75.2242
969721,1090360550,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599250,395766,CloudPBX,40.7432,-75.2242
969725,1654599250,395766,CloudPBX,40.7432,-75.2242,2919557342,6327,Shaw Communications Inc.,49.8928,-119.4852
969731,2731908580,54527,Astute Hosting Inc.,49.2866,-123.1158,1654599250,395766,CloudPBX,40.7432,-75.2242
969734,1654599251,395766,CloudPBX,40.7432,-75.2242,843093146,6327,Shaw Communications Inc.,49.2833,-123.1298
969794,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865,1654599250,395766,CloudPBX,40.7432,-75.2242
969834,3091469318,6327,Shaw Communications Inc.,49.2436,-122.7865,1654599251,395766,CloudPBX,40.7432,-75.2242
969854,1654599250,395766,CloudPBX,40.7432,-75.2242,3640368282,14007,Skyway West,48.4167,-123.365
969855,386933003,852,TELUS Communications Inc.,49.262,-123.0923,1654599250,395766,CloudPBX,40.7432,-75.2242
969857,1654599251,395766,CloudPBX,40.7432,-75.2242,845302071,852,TELUS Communications Inc.,50.0163,-124.3226
969858,1090360938,19171,Stargate Connections Inc.,49.1707,-122.7326,1654599251,395766,CloudPBX,40.7432,-75.2242
969860,1654599250,395766,CloudPBX,40.7432,-75.2242,3478238498,852,TELUS Communications Inc.,49.25,-123.1333
969865,1268517701,852,TELUS Communications Inc.,49.2492,-123.1104,1654599250,395766,CloudPBX,40.7432,-75.2242
969902,1654599250,395766,CloudPBX,40.7432,-75.2242,3091631882,6327,Shaw Communications Inc.,49.2788,-123.1139
969920,1654599251,395766,CloudPBX,40.7432,-75.2242,3350650146,19171,Stargate Connections Inc.,49.2478,-122.9938
969984,386933003,852,TELUS Communications Inc.,49.262,-123.0923,1654599251,395766,CloudPBX,40.7432,-75.2242
970036,1653563098,19171,Stargate Connections Inc.,49.2767,-123.13,1654599250,395766,CloudPBX,40.7432,-75.2242
970064,1654599251,395766,CloudPBX,40.7432,-75.2242,2919736882,6327,Shaw Communications Inc.,49.299,-123.1408
970086,1654599251,395766,CloudPBX,40.7432,-75.2242,1653560604,19171,Stargate Connections Inc.,49.2475,-123.121
970103,1654599251,395766,CloudPBX,40.7432,-75.2242,1090360938,19171,Stargate Connections Inc.,49.1707,-122.7326
970125,1654599251,395766,CloudPBX,40.7432,-75.2242,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139
970138,1654599251,395766,CloudPBX,40.7432,-75.2242,3497430254,19171,Stargate Connections Inc.,49.2788,-123.1139
970154,845309816,852,TELUS Communications Inc.,49.0374,-122.8299,1654599251,395766,CloudPBX,40.7432,-75.2242
970171,845302071,852,TELUS Communications Inc.,50.0163,-124.3226,1654599251,395766,CloudPBX,40.7432,-75.2242
970175,1090360654,19171,Stargate Connections Inc.,49.2866,-123.1158,1654599250,395766,CloudPBX,40.7432,-75.2242
970197,1654599250,395766,CloudPBX,40.7432,-75.2242,1653563098,19171,Stargate Connections Inc.,49.2767,-123.13
970200,1654599251,395766,CloudPBX,40.7432,-75.2242,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667
970218,1654599251,395766,CloudPBX,40.7432,-75.2242,2919557342,6327,Shaw Communications Inc.,49.8928,-119.4852
970243,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667,1654599251,395766,CloudPBX,40.7432,-75.2242
970245,1268596475,852,TELUS Communications Inc.,49.0384,-122.3485,1654599251,395766,CloudPBX,40.7432,-75.2242
970281,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139,1654599250,395766,CloudPBX,40.7432,-75.2242
970284,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667,1654599250,395766,CloudPBX,40.7432,-75.2242
970292,1654599251,395766,CloudPBX,40.7432,-75.2242,386933003,852,TELUS Communications Inc.,49.262,-123.0923
970307,1654599251,395766,CloudPBX,40.7432,-75.2242,1674010043,852,TELUS Communications Inc.,49.2275,-122.9301
970353,1654599250,395766,CloudPBX,40.7432,-75.2242,875246285,16509,"Amazon.com, Inc.",45.8696,-119.688
970370,1654599250,395766,CloudPBX,40.7432,-75.2242,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667
970371,2919632159,6327,Shaw Communications Inc.,49.2795,-123.0667,1654599250,395766,CloudPBX,40.7432,-75.2242
970385,1654599250,395766,CloudPBX,40.7432,-75.2242,386989517,852,TELUS Communications Inc.,49.0791,-122.7553
970408,3350650150,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599250,395766,CloudPBX,40.7432,-75.2242
970423,1614226523,6327,Shaw Communications Inc.,49.1889,-122.873,1654599250,395766,CloudPBX,40.7432,-75.2242
970451,3330677851,30500,Wolfpaw Data Centres Inc,55.3333,-115.4167,1654599250,395766,CloudPBX,40.7432,-75.2242
970479,1654599250,395766,CloudPBX,40.7432,-75.2242,1090360550,19171,Stargate Connections Inc.,49.2866,-123.1158
970555,1654599251,395766,CloudPBX,40.7432,-75.2242,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655
970588,3350650158,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599251,395766,CloudPBX,40.7432,-75.2242
970596,1654599251,395766,CloudPBX,40.7432,-75.2242,3640368282,14007,Skyway West,48.4167,-123.365
970607,1654599250,395766,CloudPBX,40.7432,-75.2242,1090360462,19171,Stargate Connections Inc.,49.2866,-123.1158
970659,1268628388,852,TELUS Communications Inc.,49.8928,-119.4852,1654599250,395766,CloudPBX,40.7432,-75.2242
970673,1268628388,852,TELUS Communications Inc.,49.8928,-119.4852,1654599251,395766,CloudPBX,40.7432,-75.2242
970735,1653562614,19171,Stargate Connections Inc.,49.2397,-123.0407,1654599251,395766,CloudPBX,40.7432,-75.2242
970745,1654599251,395766,CloudPBX,40.7432,-75.2242,1653562614,19171,Stargate Connections Inc.,49.2397,-123.0407
970751,3091631882,6327,Shaw Communications Inc.,49.2788,-123.1139,1654599251,395766,CloudPBX,40.7432,-75.2242
970758,1654599250,395766,CloudPBX,40.7432,-75.2242,1268519453,852,TELUS Communications Inc.,49.0791,-122.7553
970791,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667,1654599251,395766,CloudPBX,40.7432,-75.2242
970816,1176398024,577,Bell Canada,43.8113,-79.193,1654599251,395766,CloudPBX,40.7432,-75.2242
970818,1614103491,6327,Shaw Communications Inc.,49.0787,-121.6098,1654599250,395766,CloudPBX,40.7432,-75.2242
970820,1654599250,395766,CloudPBX,40.7432,-75.2242,1614103491,6327,Shaw Communications Inc.,49.0787,-121.6098
970877,3487047224,852,TELUS Communications Inc.,49.2788,-123.1139,1654599251,395766,CloudPBX,40.7432,-75.2242
970943,1654599250,395766,CloudPBX,40.7432,-75.2242,1268517701,852,TELUS Communications Inc.,49.2492,-123.1104
971042,1654599250,395766,CloudPBX,40.7432,-75.2242,1090360654,19171,Stargate Connections Inc.,49.2866,-123.1158
971047,1268497742,852,TELUS Communications Inc.,49.2475,-123.121,1654599251,395766,CloudPBX,40.7432,-75.2242
971078,1163576676,13768,Cogeco Peer 1,49.2344,-123.1451,1654599250,395766,CloudPBX,40.7432,-75.2242
971079,3512272902,852,TELUS Communications Inc.,53.7168,-113.2187,1654599250,395766,CloudPBX,40.7432,-75.2242
971139,1654599251,395766,CloudPBX,40.7432,-75.2242,3332465478,6171,WorldGate,53.4914,-113.4802
971143,3236611778,14007,Skyway West,49.222,-123.0683,1654599250,395766,CloudPBX,40.7432,-75.2242
971200,1654599250,395766,CloudPBX,40.7432,-75.2242,1268497742,852,TELUS Communications Inc.,49.2475,-123.121
971249,1654599250,395766,CloudPBX,40.7432,-75.2242,1823246406,852,TELUS Communications Inc.,50.1122,-120.7942
971326,2919557342,6327,Shaw Communications Inc.,49.8928,-119.4852,1654599251,395766,CloudPBX,40.7432,-75.2242
971376,1654599251,395766,CloudPBX,40.7432,-75.2242,1268774617,852,TELUS Communications Inc.,51.0242,-114.1004
971431,1654599251,395766,CloudPBX,40.7432,-75.2242,407953015,6327,Shaw Communications Inc.,49.2788,-123.1139
971435,1654599251,395766,CloudPBX,40.7432,-75.2242,1674011774,852,TELUS Communications Inc.,49.2667,-122.7833
971448,3350650146,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599251,395766,CloudPBX,40.7432,-75.2242
971470,1654599250,395766,CloudPBX,40.7432,-75.2242,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792
971487,1654599250,395766,CloudPBX,40.7432,-75.2242,1653559798,19171,Stargate Connections Inc.,49.2478,-122.9938
971548,1654599250,395766,CloudPBX,40.7432,-75.2242,1090360938,19171,Stargate Connections Inc.,49.1707,-122.7326
971570,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655,1654599251,395766,CloudPBX,40.7432,-75.2242
971613,1654599251,395766,CloudPBX,40.7432,-75.2242,3478238498,852,TELUS Communications Inc.,49.25,-123.1333
971771,1654599251,395766,CloudPBX,40.7432,-75.2242,2919755137,6327,Shaw Communications Inc.,49.2475,-123.121
971781,1654599250,395766,CloudPBX,40.7432,-75.2242,1614226523,6327,Shaw Communications Inc.,49.1889,-122.873
971862,1654599251,395766,CloudPBX,40.7432,-75.2242,1178711303,6327,Shaw Communications Inc.,49.6511,-112.8351
971949,3091587566,6327,Shaw Communications Inc.,53.5333,-113.9167,1654599250,395766,CloudPBX,40.7432,-75.2242
971957,1654599250,395766,CloudPBX,40.7432,-75.2242,1823797351,852,TELUS Communications Inc.,48.4267,-123.3655
972014,1654599251,395766,CloudPBX,40.7432,-75.2242,3640368787,14007,Skyway West,49.2807,-123.0397
972071,1653559798,19171,Stargate Connections Inc.,49.2478,-122.9938,1654599251,395766,CloudPBX,40.7432,-75.2242
972100,1654599250,395766,CloudPBX,40.7432,-75.2242,3091427666,6327,Shaw Communications Inc.,49.2167,-122.9167
972124,1077449335,15102,WiBand Communications,53.4179,-113.5785,1654599251,395766,CloudPBX,40.7432,-75.2242
972162,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384,1654599251,395766,CloudPBX,40.7432,-75.2242
972354,1654599251,395766,CloudPBX,40.7432,-75.2242,3091502738,6327,Shaw Communications Inc.,49.1661,-122.5792
972455,1654599251,395766,CloudPBX,40.7432,-75.2242,386989517,852,TELUS Communications Inc.,49.0791,-122.7553
972470,875246285,16509,"Amazon.com, Inc.",45.8696,-119.688,1654599251,395766,CloudPBX,40.7432,-75.2242
972501,1654599251,395766,CloudPBX,40.7432,-75.2242,408408257,6327,Shaw Communications Inc.,49.2833,-123.1298
972605,1654599251,395766,CloudPBX,40.7432,-75.2242,3487077158,852,TELUS Communications Inc.,49.2436,-122.7865
972621,3091471302,6327,Shaw Communications Inc.,49.3167,-122.7384,1654599250,395766,CloudPBX,40.7432,-75.2242
972704,1654599251,395766,CloudPBX,40.7432,-75.2242,3512272902,852,TELUS Communications Inc.,53.7168,-113.2187
972718,1654599250,395766,CloudPBX,40.7432,-75.2242,3497430254,19171,Stargate Connections Inc.,49.2788,-123.1139
972736,1654599251,395766,CloudPBX,40.7432,-75.2242,3091632362,6327,Shaw Communications Inc.,49.2788,-123.1139
972738,3497430254,19171,Stargate Connections Inc.,49.2788,-123.1139,1654599250,395766,CloudPBX,40.7432,-75.2242
972760,1674011774,852,TELUS Communications Inc.,49.2667,-122.7833,1654599251,395766,CloudPBX,40.7432,-75.2242
972809,1654599250,395766,CloudPBX,40.7432,-75.2242,407953015,6327,Shaw Communications Inc.,49.2788,-123.1139
972820,1654599250,395766,CloudPBX,40.7432,-75.2242,3475125993,6171,WorldGate,53.4154,-113.4178
972876,3478238583,852,TELUS Communications Inc.,49.25,-123.1333,1654599250,395766,CloudPBX,40.7432,-75.2242
972885,1176398024,577,Bell Canada,43.8113,-79.193,1654599250,395766,CloudPBX,40.7432,-75.2242
972912,3487077158,852,TELUS Communications Inc.,49.2436,-122.7865,1654599250,395766,CloudPBX,40.7432,-75.2242
972926,1654599251,395766,CloudPBX,40.7432,-75.2242,1653560011,19171,Stargate Connections Inc.,49.2795,-123.0667
972961,1090361019,19171,Stargate Connections Inc.,49.1707,-122.7326,1654599251,395766,CloudPBX,40.7432,-75.2242
973022,1654599250,395766,CloudPBX,40.7432,-75.2242,1176780562,40029,Novus Entertainment Inc.,49.2788,-123.1139
978198,2389785160,577,Bell Canada,47.3507,-71.202,1654599250,395766,CloudPBX,40.7432,-75.2242
983905,1676212386,812,Rogers Communications Canada Inc.,43.5924,-79.7611,1654599250,395766,CloudPBX,40.7432,-75.2242
989162,1654599250,395766,CloudPBX,40.7432,-75.2242,1826039003,7018,"AT&T Services, Inc.",39.7838,-86.0477
989576,1633558594,20115,Charter Communications,43.3208,-88.0314,1654599251,395766,CloudPBX,40.7432,-75.2242
991646,1633558594,20115,Charter Communications,43.3208,-88.0314,1654599250,395766,CloudPBX,40.7432,-75.2242
996232,1088334422,13977,"FAIRPOINT COMMUNICATIONS, INC.",43.6948,-70.2905,1654599251,395766,CloudPBX,40.7432,-75.2242
1005390,1761238421,15128,Comwave Telecom Inc.,43.8432,-79.5644,1654599250,395766,CloudPBX,40.7432,-75.2242
1007860,1654599251,395766,CloudPBX,40.7432,-75.2242,2393314975,855,Bell Canada,47.5194,-52.8122
1009171,1176405700,577,Bell Canada,43.9251,-78.8287,1654599250,395766,CloudPBX,40.7432,-75.2242
1009302,1654599250,395766,CloudPBX,40.7432,-75.2242,1176405700,577,Bell Canada,43.9251,-78.8287
1014546,2393991154,855,Bell Canada,47.4212,-52.8077,1654599250,395766,CloudPBX,40.7432,-75.2242
1015242,1654599251,395766,CloudPBX,40.7432,-75.2242,410719962,33363,"BRIGHT HOUSE NETWORKS, LLC",40.5099,-85.6264
1015384,1654599251,395766,CloudPBX,40.7432,-75.2242,1745809577,7018,"AT&T Services, Inc.",39.8686,-86.1003
1016565,2919711157,6327,Shaw Communications Inc.,49.2833,-123.1298,1654599251,395766,CloudPBX,40.7432,-75.2242
1019025,1654599251,395766,CloudPBX,40.7432,-75.2242,2393991154,855,Bell Canada,47.4212,-52.8077
1019026,2393991154,855,Bell Canada,47.4212,-52.8077,1654599251,395766,CloudPBX,40.7432,-75.2242
1020489,1654599250,395766,CloudPBX,40.7432,-75.2242,2393991154,855,Bell Canada,47.4212,-52.8077
1021419,2919711157,6327,Shaw Communications Inc.,49.2833,-123.1298,1654599250,395766,CloudPBX,40.7432,-75.2242
1022850,2393257311,855,Bell Canada,47.5334,-52.7595,1654599250,395766,CloudPBX,40.7432,-75.2242
1023114,2393257311,855,Bell Canada,47.5334,-52.7595,1654599251,395766,CloudPBX,40.7432,-75.2242
1024033,3429204010,577,Bell Canada,49.2667,-122.7833,1654599251,395766,CloudPBX,40.7432,-75.2242
1024799,1761238421,15128,Comwave Telecom Inc.,43.8432,-79.5644,1654599251,395766,CloudPBX,40.7432,-75.2242
1025363,1654599251,395766,CloudPBX,40.7432,-75.2242,756118608,7018,"AT&T Services, Inc.",39.1604,-119.8618
1025688,3225808050,7992,Cogeco Cable,43.6319,-79.3716,1654599250,395766,CloudPBX,40.7432,-75.2242
1025859,3225808050,7992,Cogeco Cable,43.6319,-79.3716,1654599251,395766,CloudPBX,40.7432,-75.2242
1028334,1654599251,395766,CloudPBX,40.7432,-75.2242,3091463342,6327,Shaw Communications Inc.,49.2866,-123.1158
1028665,1176405700,577,Bell Canada,43.9251,-78.8287,1654599251,395766,CloudPBX,40.7432,-75.2242
1030569,3429204010,577,Bell Canada,49.2667,-122.7833,1654599250,395766,CloudPBX,40.7432,-75.2242
1032210,1088334422,13977,"FAIRPOINT COMMUNICATIONS, INC.",43.6948,-70.2905,1654599250,395766,CloudPBX,40.7432,-75.2242
1040454,1654599250,395766,CloudPBX,40.7432,-75.2242,1633558594,20115,Charter Communications,43.3208,-88.0314
1043180,1745367638,7018,"AT&T Services, Inc.",42.203,-83.3166,1654599250,395766,CloudPBX,40.7432,-75.2242
1045066,1085557588,852,TELUS Communications Inc.,48.4993,-123.4003,1654599250,395766,CloudPBX,40.7432,-75.2242
1045797,3349638548,22652,Fibrenoire Inc.,43.6564,-79.386,1654599251,395766,CloudPBX,40.7432,-75.2242
1045947,1818172010,7018,"AT&T Services, Inc.",42.5038,-83.4764,1654599250,395766,CloudPBX,40.7432,-75.2242
1046968,3349638548,22652,Fibrenoire Inc.,43.6564,-79.386,1654599250,395766,CloudPBX,40.7432,-75.2242
1047316,1176754522,22652,Fibrenoire Inc.,44.25,-80.55,1654599250,395766,CloudPBX,40.7432,-75.2242
1047755,3349638557,22652,Fibrenoire Inc.,43.6564,-79.386,1654599251,395766,CloudPBX,40.7432,-75.2242
1047876,1664327376,7018,"AT&T Services, Inc.",42.586,-83.5006,1654599251,395766,CloudPBX,40.7432,-75.2242
1048156,1654599250,395766,CloudPBX,40.7432,-75.2242,755177938,40788,Start Communications,43.6605,-79.4633
1048184,1654599250,395766,CloudPBX,40.7432,-75.2242,1217118538,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1048229,1654599251,395766,CloudPBX,40.7432,-75.2242,1217118538,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1048440,1654599250,395766,CloudPBX,40.7432,-75.2242,2393314975,855,Bell Canada,47.5194,-52.8122
1048731,1654599250,395766,CloudPBX,40.7432,-75.2242,2393257407,855,Bell Canada,47.5334,-52.7595
1048776,1654599250,395766,CloudPBX,40.7432,-75.2242,2393314888,855,Bell Canada,47.5194,-52.8122
1049060,1654599251,395766,CloudPBX,40.7432,-75.2242,1217118592,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1049147,1654599250,395766,CloudPBX,40.7432,-75.2242,1217122175,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1049316,1654599251,395766,CloudPBX,40.7432,-75.2242,1217120689,20453,Rogers Communications Canada Inc.,43.6404,-79.3995
1049519,1654599251,395766,CloudPBX,40.7432,-75.2242,418079237,812,Rogers Communications Canada Inc.,43.6319,-79.3716
1049670,1654599251,395766,CloudPBX,40.7432,-75.2242,2393277605,855,Bell Canada,45.2308,-66.0953
1049684,1654599251,395766,CloudPBX,40.7432,-75.2242,3638379597,7992,Cogeco Cable,42.9888,-82.3592
1049961,1654599251,395766,CloudPBX,40.7432,-75.2242,2621001610,855,Bell Canada,47.5167,-52.7833
1049991,1654599250,395766,CloudPBX,40.7432,-75.2242,3638379597,7992,Cogeco Cable,42.9888,-82.3592
1050345,2917629161,22652,Fibrenoire Inc.,43.6784,-79.2941,1654599251,395766,CloudPBX,40.7432,-75.2242
1050392,1176754522,22652,Fibrenoire Inc.,44.25,-80.55,1654599251,395766,CloudPBX,40.7432,-75.2242
1050394,1654599251,395766,CloudPBX,40.7432,-75.2242,2393314888,855,Bell Canada,47.5194,-52.8122
1050493,1654599250,395766,CloudPBX,40.7432,-75.2242,2393257311,855,Bell Canada,47.5334,-52.7595
1050873,2392981712,855,Bell Canada,47.5986,-52.6926,1654599250,395766,CloudPBX,40.7432,-75.2242
1050891,1654599251,395766,CloudPBX,40.7432,-75.2242,2393257311,855,Bell Canada,47.5334,-52.7595
1050982,2392981712,855,Bell Canada,47.5986,-52.6926,1654599251,395766,CloudPBX,40.7432,-75.2242
1051037,1654599250,395766,CloudPBX,40.7432,-75.2242,1210498534,7992,Cogeco Cable,42.8833,-82.15
1051048,2917629161,22652,Fibrenoire Inc.,43.6784,-79.2941,1654599250,395766,CloudPBX,40.7432,-75.2242
1051269,1654599250,395766,CloudPBX,40.7432,-75.2242,755178755,40788,Start Communications,43.0147,-81.3049
1051440,1654599251,395766,CloudPBX,40.7432,-75.2242,755176634,40788,Start Communications,43.5148,-79.884
1051525,1654599251,395766,CloudPBX,40.7432,-75.2242,1210458660,7992,Cogeco Cable,42.9062,-82.11
1051829,1654599250,395766,CloudPBX,40.7432,-75.2242,1210505669,7992,Cogeco Cable,42.9578,-82.2777
1051866,2393019066,855,Bell Canada,47.5124,-52.6729,1654599251,395766,CloudPBX,40.7432,-75.2242
1051964,1654599250,395766,CloudPBX,40.7432,-75.2242,1676535575,812,Rogers Communications Canada Inc.,47.5986,-52.6926
1052275,1654599251,395766,CloudPBX,40.7432,-75.2242,1210498534,7992,Cogeco Cable,42.8833,-82.15
1052304,1654599251,395766,CloudPBX,40.7432,-75.2242,1210491342,7992,Cogeco Cable,42.3167,-82.9
1052411,1654599250,395766,CloudPBX,40.7432,-75.2242,1210508163,7992,Cogeco Cable,42.9888,-82.3592
1052450,1654599251,395766,CloudPBX,40.7432,-75.2242,405978963,40788,Start Communications,43.6655,-79.4378
